"Commodity-wise, Market-wise Daily Report on : 08/01/2019 NR : Not Reported",,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Vankaner,0.5,Tonnes,NR,Other,1940,2025,1975,Rs/Quintal
Visnagar,11.1,Tonnes,NR,Other,1555,1955,1755,Rs/Quintal
Haryana,,,,,,,,
Farukh Nagar,2.2,Tonnes,NR,Other,1550,1550,1550,Rs/Quintal
Karnataka,,,,,,,,
Basava Kalayana,2,Tonnes,NR,Local,1600,1800,1700,Rs/Quintal
H.B. Halli,9,Tonnes,NR,Hybrid,1600,1600,1600,Rs/Quintal
Kottur,NR,Tonnes,NR,Hybrid,1712,1712,1712,Rs/Quintal
Kustagi,20,Tonnes,NR,Hybrid,1685,1685,1685,Rs/Quintal
Madhya Pradesh,,,,,,,,
Kailaras,24.3,Tonnes,NR,Deshi,1583,1596,1590,Rs/Quintal
Morena,31.7,Tonnes,NR,Deshi,1656,1660,1657,Rs/Quintal
Pohari,0.3,Tonnes,NR,Bold,1666,1675,1675,Rs/Quintal
Sabalgarh,4.1,Tonnes,NR,Deshi,1586,1609,1595,Rs/Quintal
Maharashtra,,,,,,,,
Amalner,1,Tonnes,NR,Other,1650,1917,1917,Rs/Quintal
Amarawati,NR,Tonnes,NR,Other,1900,2100,2000,Rs/Quintal
Ambad (Vadigodri),1,Tonnes,NR,Other,1326,2321,2000,Rs/Quintal
Aurangabad,3,Tonnes,NR,Other,1300,2100,1700,Rs/Quintal
Beed,2,Tonnes,NR,Other,1306,4186,2100,Rs/Quintal
Chalisgaon,5,Tonnes,NR,Other,1100,1710,1600,Rs/Quintal
Chopada,NR,Tonnes,NR,Other,1800,1800,1800,Rs/Quintal
Deoulgaon Raja,NR,Tonnes,NR,Other,2100,2100,2100,Rs/Quintal
Dondaicha,3,Tonnes,NR,Other,1365,1413,1401,Rs/Quintal
Dondaicha(Sindhkheda),NR,Tonnes,NR,Other,1200,1200,1200,Rs/Quintal
Dudhani,NR,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Gangapur,NR,Tonnes,NR,Other,1600,2175,1785,Rs/Quintal
Gevrai,1,Tonnes,NR,Other,1400,2089,1800,Rs/Quintal
Jalana,9,Tonnes,NR,Other,1550,2191,1700,Rs/Quintal
Kaij,NR,Tonnes,NR,Other,1600,2451,2151,Rs/Quintal
Kalvan,NR,Tonnes,NR,Other,2127,2127,2127,Rs/Quintal
Kannad,2,Tonnes,NR,Other,1550,1650,1600,Rs/Quintal
Khamgaon,2,Tonnes,NR,Other,1850,1850,1850,Rs/Quintal
Kopargaon,1,Tonnes,NR,Other,1500,1890,1700,Rs/Quintal
Lasalgaon,1,Tonnes,NR,Other,1551,1999,1951,Rs/Quintal
Majalgaon,1,Tonnes,NR,Other,2112,2112,2112,Rs/Quintal
Malegaon,5,Tonnes,NR,Other,1400,1971,1880,Rs/Quintal
Malkapur,NR,Tonnes,NR,Other,1900,1900,1900,Rs/Quintal
Mumbai,73,Tonnes,NR,Other,1800,2600,2300,Rs/Quintal
Nandgaon,2,Tonnes,NR,Other,1585,2066,2050,Rs/Quintal
Nandurbar,3,Tonnes,NR,Other,1525,1525,1525,Rs/Quintal
Pachora,3,Tonnes,NR,Other,1600,1900,1800,Rs/Quintal
Paithan,NR,Tonnes,NR,Other,2096,2096,2096,Rs/Quintal
Parali Vaijyanath,NR,Tonnes,NR,Other,1900,1900,1900,Rs/Quintal
Satana,2,Tonnes,NR,Other,1403,1932,1901,Rs/Quintal
Shahada,NR,Tonnes,NR,Other,1801,1801,1801,Rs/Quintal
Ulhasnagar,9,Tonnes,NR,Other,2000,2400,2200,Rs/Quintal
Vaijpur,1,Tonnes,NR,Other,1401,2324,1750,Rs/Quintal
NCT of Delhi,,,,,,,,
Narela,0.7,Tonnes,NR,Deshi,1642,1701,1645,Rs/Quintal
Rajasthan,,,,,,,,
Alwar,24.9,Tonnes,NR,Other,1600,1625,1610,Rs/Quintal
Anoopgarh,2,Tonnes,NR,Other,1662,1671,1667,Rs/Quintal
Barmer,35,Tonnes,NR,Bold,1800,1900,1850,Rs/Quintal
Bayana,78.6,Tonnes,NR,Other,1590,1646,1625,Rs/Quintal
Bharatpur,36,Tonnes,NR,Local,1595,1660,1628,Rs/Quintal
Chaksu,27.3,Tonnes,NR,Other,1476,1826,1680,Rs/Quintal
Chomu,39.2,Tonnes,NR,Other,1500,1613,1600,Rs/Quintal
Dausa,73.3,Tonnes,NR,Other,1602,1740,1671,Rs/Quintal
Deedwana(Choti Khatu),15.5,Tonnes,NR,Local,1600,1640,1620,Rs/Quintal
Deeg,2,Tonnes,NR,Other,1585,1590,1586,Rs/Quintal
Degana,1,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Deoli,11.5,Tonnes,NR,Other,1595,1665,1630,Rs/Quintal
Dholpur,28,Tonnes,NR,Other,1660,1720,1690,Rs/Quintal
Fatehpur,2,Tonnes,NR,Other,1600,1630,1620,Rs/Quintal
Gangapur City,33.3,Tonnes,NR,Other,1570,1615,1592,Rs/Quintal
Gangapurcity(Old Lal mandi),2.5,Tonnes,NR,Other,1575,1580,1577,Rs/Quintal
Hindoun,50.2,Tonnes,NR,Other,1501,1700,1601,Rs/Quintal
Jodhpur (Grain)(Mandor),7.6,Tonnes,NR,Other,1600,1800,1700,Rs/Quintal
Jodhpur(Grain)(Phalodi),1.2,Tonnes,NR,Other,1600,1700,1650,Rs/Quintal
Kekri,17.5,Tonnes,NR,Other,1260,1560,1375,Rs/Quintal
Khedh(Bodaramev),23.9,Tonnes,NR,Other,1631,1639,1636,Rs/Quintal
Khedli(laxmangarh),9.1,Tonnes,NR,Other,1620,1660,1650,Rs/Quintal
Kishan Renwal(Sambhar),48,Tonnes,NR,Other,1575,1575,1575,Rs/Quintal
Kishangarh Renwal,43.7,Tonnes,NR,Other,1525,1550,1537,Rs/Quintal
Kotputli,8.2,Tonnes,NR,Local,1500,1650,1600,Rs/Quintal
Kuchaman City,93.7,Tonnes,NR,Other,1525,1640,1625,Rs/Quintal
Lalsot,12.6,Tonnes,NR,Other,1555,1711,1645,Rs/Quintal
Madanganj Kishanganj,30.4,Tonnes,NR,Other,1300,1580,1440,Rs/Quintal
Mahua Mandabar(Mahua),66.5,Tonnes,NR,Other,1550,1685,1610,Rs/Quintal
Mahuwa Mandawar,23.3,Tonnes,NR,Other,1555,1681,1660,Rs/Quintal
Nadwai,21.2,Tonnes,NR,Other,1640,1725,1680,Rs/Quintal
Nagar,2.5,Tonnes,NR,Other,1500,1600,1560,Rs/Quintal
Nawalgarh,13.3,Tonnes,NR,Other,1500,1560,1530,Rs/Quintal
Neem Ka Thana,0.8,Tonnes,NR,Deshi,1575,1575,1575,Rs/Quintal
Niwai,8,Tonnes,NR,Other,1500,1600,1550,Rs/Quintal
Sadulpur,30,Tonnes,NR,Local,1580,1610,1580,Rs/Quintal
Sawai Madhopur,7,Tonnes,NR,Other,1629,1700,1666,Rs/Quintal
Sri Madhopur,87.5,Tonnes,NR,Other,1600,1690,1645,Rs/Quintal
Sri Vijayanagar,0.1,Tonnes,NR,Other,1661,1661,1661,Rs/Quintal
Sriganganagar,1.2,Tonnes,NR,Other,1652,1743,1743,Rs/Quintal
Tonk,2.7,Tonnes,NR,Deshi,1528,1601,1565,Rs/Quintal
Tamil Nadu,,,,,,,,
Theni,NR,Tonnes,NR,Small,1830,2060,1945,Rs/Quintal
Uttar Pradesh,,,,,,,,
Achalda,115,Tonnes,NR,Bold,1501,1510,1505,Rs/Quintal
Achnera,2,Tonnes,NR,Deshi,1600,1700,1650,Rs/Quintal
Agra,41,Tonnes,NR,Deshi,1570,1610,1590,Rs/Quintal
Ajuha,2.2,Tonnes,NR,Deshi,1360,1400,1380,Rs/Quintal
Aliganj,32,Tonnes,NR,Deshi,1400,1500,1450,Rs/Quintal
Aligarh,20,Tonnes,NR,Hybrid,1580,1600,1590,Rs/Quintal
Anoop Shahar,51,Tonnes,NR,Hybrid,1500,1520,1510,Rs/Quintal
Atrauli,7,Tonnes,NR,Hybrid,1410,1430,1420,Rs/Quintal
Auraiya,320,Tonnes,NR,Hybrid,1600,1700,1650,Rs/Quintal
Awagarh,18,Tonnes,NR,Hybrid,1500,1580,1550,Rs/Quintal
Badayoun,20,Tonnes,NR,Deshi,1580,1750,1620,Rs/Quintal
Bhehjoi,20,Tonnes,NR,Deshi,1500,1600,1550,Rs/Quintal
Bilsi,55,Tonnes,NR,Hybrid,1550,1700,1600,Rs/Quintal
Charra,70,Tonnes,NR,Hybrid,1575,1625,1600,Rs/Quintal
Choubepur,8.5,Tonnes,NR,Deshi,1540,1600,1570,Rs/Quintal
Dibiapur,26.7,Tonnes,NR,Hybrid,1450,1550,1500,Rs/Quintal
Divai,6,Tonnes,NR,Hybrid,1480,1500,1490,Rs/Quintal
Etawah,4,Tonnes,NR,Hybrid,1575,1675,1625,Rs/Quintal
Fatehabad,22,Tonnes,NR,Deshi,1600,1650,1620,Rs/Quintal
Fatehpur Sikri,5,Tonnes,NR,Deshi,1590,1630,1605,Rs/Quintal
Ganjdudwara,25,Tonnes,NR,Local,1300,1350,1330,Rs/Quintal
Haathras,38.3,Tonnes,NR,Hybrid,1600,1630,1605,Rs/Quintal
Jagnair,13,Tonnes,NR,Deshi,1600,1700,1650,Rs/Quintal
Jalaun,1.9,Tonnes,NR,Deshi,1500,1610,1570,Rs/Quintal
Jarar,30,Tonnes,NR,Deshi,1500,1560,1530,Rs/Quintal
Jasvantnagar,10,Tonnes,NR,Hybrid,1400,1600,1500,Rs/Quintal
Jhijhank,0.3,Tonnes,NR,Other,1750,1950,1850,Rs/Quintal
Kalpi,0.7,Tonnes,NR,Other,1510,1530,1520,Rs/Quintal
Kamlaganj,23.5,Tonnes,NR,Hybrid,1550,1650,1600,Rs/Quintal
Kanpur(Grain),65,Tonnes,NR,Deshi,1525,1675,1610,Rs/Quintal
Kasganj,240,Tonnes,NR,Hybrid,1560,1620,1610,Rs/Quintal
Kayamganj,17,Tonnes,NR,Hybrid,1540,1560,1550,Rs/Quintal
Khair,15,Tonnes,NR,Hybrid,1560,1630,1600,Rs/Quintal
Khairagarh,14,Tonnes,NR,Deshi,1600,1700,1650,Rs/Quintal
Kishunpur,37,Tonnes,NR,Deshi,1300,1500,1400,Rs/Quintal
Madhogarh,80,Tonnes,NR,Bold,1400,1610,1505,Rs/Quintal
Rura,15,Tonnes,NR,Deshi,1300,1400,1350,Rs/Quintal
Samsabad,1,Tonnes,NR,Hybrid,1575,1625,1600,Rs/Quintal
Shahaswan,1,Tonnes,NR,Other,1580,1600,1590,Rs/Quintal
Shikohabad,60,Tonnes,NR,Hybrid,1610,1640,1625,Rs/Quintal
Sikandraraau,0.8,Tonnes,NR,Deshi,1260,1320,1290,Rs/Quintal
Sindholi,1,Tonnes,NR,Deshi,1200,1300,1250,Rs/Quintal
Sirsaganj,68.6,Tonnes,NR,Hybrid,1610,1660,1640,Rs/Quintal
Tundla,38.5,Tonnes,NR,Deshi,1500,1620,1580,Rs/Quintal
Ujhani,28,Tonnes,NR,Hybrid,1630,1730,1680,Rs/Quintal
Varipaal,2,Tonnes,NR,Deshi,1380,1440,1400,Rs/Quintal
Yusufpur,140,Tonnes,NR,Bold,1900,2000,1950,Rs/Quintal
Barley (Jau),,,,,,,,
Madhya Pradesh,,,,,,,,
Katni,15.4,Tonnes,NR,Other,1650,1691,1679,Rs/Quintal
Khaniadhana,10,Tonnes,NR,Other,1600,1680,1650,Rs/Quintal
Satna,6.7,Tonnes,NR,Other,1560,1620,1600,Rs/Quintal
Rajasthan,,,,,,,,
Alwar,0.7,Tonnes,NR,Other,1700,1750,1725,Rs/Quintal
Bagru,0.2,Tonnes,NR,Other,1600,1700,1650,Rs/Quintal
Baran,0.4,Tonnes,NR,Other,2011,2011,2011,Rs/Quintal
Chaksu,0.4,Tonnes,NR,Other,1611,1700,1650,Rs/Quintal
Dausa,0.1,Tonnes,NR,Other,1701,1701,1701,Rs/Quintal
Madanganj Kishanganj,3,Tonnes,NR,Other,1600,1800,1700,Rs/Quintal
Sri Madhopur,0.5,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Uttar Pradesh,,,,,,,,
Achnera,0.3,Tonnes,NR,Dara,1650,1750,1700,Rs/Quintal
Agra,28,Tonnes,NR,Dara,1780,1820,1800,Rs/Quintal
Aligarh,10,Tonnes,NR,Dara,1780,1820,1800,Rs/Quintal
Allahabad,2.5,Tonnes,NR,Dara,1550,1750,1610,Rs/Quintal
Azamgarh,2.5,Tonnes,NR,Dara,1680,1700,1690,Rs/Quintal
Ballia,2.5,Tonnes,NR,Dara,1410,1525,1465,Rs/Quintal
Barhaj,6,Tonnes,NR,Dara,1650,1670,1660,Rs/Quintal
Choubepur,1.8,Tonnes,NR,Dara,1750,1820,1785,Rs/Quintal
Etawah,2,Tonnes,NR,Dara,1800,1900,1850,Rs/Quintal
Faizabad,1.2,Tonnes,NR,Dara,1675,1700,1690,Rs/Quintal
Fatehabad,8,Tonnes,NR,Dara,1600,1700,1650,Rs/Quintal
Fatehpur Sikri,0.2,Tonnes,NR,Dara,1580,1630,1610,Rs/Quintal
Firozabad,1.5,Tonnes,NR,Dara,1840,1850,1845,Rs/Quintal
Gazipur,3.2,Tonnes,NR,Dara,1650,1690,1670,Rs/Quintal
Hardoi,1.3,Tonnes,NR,Dara,720,1740,1730,Rs/Quintal
Jagnair,2.5,Tonnes,NR,Dara,1650,1750,1700,Rs/Quintal
Jalaun,1,Tonnes,NR,Dara,1900,1950,1921,Rs/Quintal
Jarar,3,Tonnes,NR,Dara,1700,1760,1740,Rs/Quintal
Jhijhank,0.4,Tonnes,NR,Other,1210,1410,1310,Rs/Quintal
Kanpur(Grain),60,Tonnes,NR,Dara,1800,1900,1840,Rs/Quintal
Karvi,0.8,Tonnes,NR,Dara,1645,1700,1685,Rs/Quintal
Kasganj,3,Tonnes,NR,Dara,1660,1730,1690,Rs/Quintal
Khairagarh,2,Tonnes,NR,Deshi,1650,1750,1700,Rs/Quintal
Kopaganj,3.2,Tonnes,NR,Dara,1625,1725,1680,Rs/Quintal
Lalitpur,10,Tonnes,NR,Dara,1700,1785,1750,Rs/Quintal
Lucknow,36,Tonnes,NR,Dara,1400,1450,1425,Rs/Quintal
Mau,3.2,Tonnes,NR,Dara,1625,1725,1680,Rs/Quintal
Mauranipur,1.4,Tonnes,NR,Dara,1410,1600,1585,Rs/Quintal
Meerut,7,Tonnes,NR,Dara,1700,1820,1740,Rs/Quintal
Mehrauni,4,Tonnes,NR,Dara,1510,1630,1600,Rs/Quintal
Muskara,2,Tonnes,NR,Dara,1625,1725,1670,Rs/Quintal
Muzzafarnagar,2,Tonnes,NR,Dara,1420,1750,1740,Rs/Quintal
Raath,1.8,Tonnes,NR,Dara,1700,1750,1730,Rs/Quintal
Rura,4,Tonnes,NR,Dara,1300,1400,1375,Rs/Quintal
Saharanpur,6,Tonnes,NR,Dara,1750,1790,1770,Rs/Quintal
Samsabad,4,Tonnes,NR,Dara,1675,1725,1700,Rs/Quintal
Sehjanwa,0.8,Tonnes,NR,Dara,1500,1600,1580,Rs/Quintal
Shikohabad,0.4,Tonnes,NR,Dara,1880,1920,1900,Rs/Quintal
Varanasi(Grain),16,Tonnes,NR,Dara,1630,1700,1660,Rs/Quintal
Varipaal,0.1,Tonnes,NR,Dara,1700,2000,1800,Rs/Quintal
Foxtail Millet(Navane),,,,,,,,
Karnataka,,,,,,,,
Hosadurga,5,Tonnes,NR,Navane Hybrid,1700,1960,1800,Rs/Quintal
Kustagi,1,Tonnes,NR,Navane Hybrid,2750,2750,2750,Rs/Quintal
Lingasugur,20,Tonnes,NR,Navane Hybrid,2775,2775,2775,Rs/Quintal
Madhya Pradesh,,,,,,,,
Shahpura,44.2,Tonnes,NR,Navane Hybrid,1800,2000,1900,Rs/Quintal
Tamil Nadu,,,,,,,,
Virudhunagar,16.05,Tonnes,NR,Other,2200,2400,2300,Rs/Quintal
Hybrid Cumbu,,,,,,,,
Tamil Nadu,,,,,,,,
Manalurpet,0.1,Tonnes,NR,Other,1786,1786,1786,Rs/Quintal
Thirukovilur,2,Tonnes,NR,Other,1906,1976,1916,Rs/Quintal
Vikkiravandi,0.6,Tonnes,NR,Other,1797,1869,1812,Rs/Quintal
Jowar(Sorghum),,,,,,,,
Andhra Pradesh,,,,,,,,
Alur,0.01,Tonnes,NR,Jowar ( White),2100,2200,2150,Rs/Quintal
Banaganapalli,1,Tonnes,NR,Jowar ( White),1850,1950,1900,Rs/Quintal
Koilkunta,NR,Tonnes,NR,Jowar ( White),2000,2200,2100,Rs/Quintal
Nandyal,1,Tonnes,NR,Jowar (Yellow),2400,2500,2450,Rs/Quintal
Gujarat,,,,,,,,
Jambusar,0.1,Tonnes,NR,Other,1800,2200,2000,Rs/Quintal
Jambusar(Kaavi),1,Tonnes,NR,Other,1800,2200,2000,Rs/Quintal
Jasdan,0.3,Tonnes,NR,Jowar ( White),2000,3445,2625,Rs/Quintal
Junagadh,0.2,Tonnes,NR,Jowar ( White),2000,2500,2250,Rs/Quintal
Mandvi,0.05,Tonnes,NR,Red,3000,3000,3000,Rs/Quintal
Morbi,0.9,Tonnes,NR,Jowar ( White),3055,3125,3090,Rs/Quintal
Palanpur,6,Tonnes,NR,Other,4045,4750,4397,Rs/Quintal
Patan,0.3,Tonnes,NR,Other,3160,3360,3260,Rs/Quintal
Rajkot,4.5,Tonnes,NR,Jowar ( White),2750,3300,3000,Rs/Quintal
Rajula,0.3,Tonnes,NR,Local,2000,3750,2875,Rs/Quintal
S.Mandvi,0.05,Tonnes,NR,Red,3000,3000,3000,Rs/Quintal
Siddhpur,0.86,Tonnes,NR,Jowar ( White),4000,4600,4300,Rs/Quintal
Vankaner,1.5,Tonnes,NR,Other,3335,4135,3500,Rs/Quintal
Vyra,0.1,Tonnes,NR,Jowar ( White),2250,2825,2537,Rs/Quintal
Karnataka,,,,,,,,
Badami,1,Tonnes,NR,Jowar Hybrid,1000,1300,1200,Rs/Quintal
Basava Kalayana,4,Tonnes,NR,Hybrid,1600,1700,1640,Rs/Quintal
,,,NR,Jowar ( White),2500,3000,2800,Rs/Quintal
,,,NR,Jowar (Yellow),3500,4000,3800,Rs/Quintal
Bellary,0.8,Tonnes,NR,Annigeri,2067,2117,2100,Rs/Quintal
,,,NR,Jowar Hybrid,2067,2117,2100,Rs/Quintal
Nargunda,26,Tonnes,NR,Jowar ( White),2300,2393,2380,Rs/Quintal
Madhya Pradesh,,,,,,,,
Burhanpur,1.9,Tonnes,NR,Jowar Hybrid,1697,1818,1738,Rs/Quintal
Dabra,1,Tonnes,NR,Other,1670,1670,1670,Rs/Quintal
Ganjbasoda,12.5,Tonnes,NR,Jowar ( White),3445,3641,3560,Rs/Quintal
Harsood,7.5,Tonnes,NR,Hybrid,2123,2140,2140,Rs/Quintal
Lahar,20.1,Tonnes,NR,Other,1594,2750,1601,Rs/Quintal
Sevda,0.3,Tonnes,NR,Yellow,1514,1514,1514,Rs/Quintal
Maharashtra,,,,,,,,
Ahmedpur,6,Tonnes,NR,Other,1150,2300,1725,Rs/Quintal
Akola,9,Tonnes,NR,Other,1550,1950,1830,Rs/Quintal
Amarawati,NR,Tonnes,NR,Other,2100,2500,2200,Rs/Quintal
Ambad (Vadigodri),1,Tonnes,NR,Other,2270,2601,2500,Rs/Quintal
Ambejaogai,1,Tonnes,NR,Jowar (Yellow),4650,4700,4680,Rs/Quintal
Anajngaon,2,Tonnes,NR,Other,1500,1850,1700,Rs/Quintal
Aurad Shahajani,1,Tonnes,NR,Other,1213,1401,1307,Rs/Quintal
Aurangabad,1,Tonnes,NR,Other,2000,2700,2350,Rs/Quintal
Ausa,1,Tonnes,NR,Jowar ( White),2101,2300,2200,Rs/Quintal
,,,NR,Jowar (Yellow),4135,4201,4168,Rs/Quintal
Barshi,25,Tonnes,NR,Other,2500,3900,3300,Rs/Quintal
Basmat,10,Tonnes,NR,Other,1450,1500,1475,Rs/Quintal
Beed,4,Tonnes,NR,Other,2140,2876,2400,Rs/Quintal
Bhokar,1,Tonnes,NR,Other,1225,1800,1400,Rs/Quintal
Chalisgaon,8,Tonnes,NR,Jowar ( White),1410,1700,1671,Rs/Quintal
Chopada,NR,Tonnes,NR,Other,1815,1825,1825,Rs/Quintal
Deoulgaon Raja,NR,Tonnes,NR,Other,1900,2400,2000,Rs/Quintal
Dhadgaon,14,Tonnes,NR,Other,1600,1700,1650,Rs/Quintal
Digras,NR,Tonnes,NR,Other,2025,2025,2025,Rs/Quintal
Dondaicha,2,Tonnes,NR,Other,1751,1751,1751,Rs/Quintal
Dondaicha(Sindhkheda),NR,Tonnes,NR,Other,1150,1150,1150,Rs/Quintal
Dudhani,NR,Tonnes,NR,Jowar ( White),2175,2175,2175,Rs/Quintal
Gevrai,2,Tonnes,NR,Red,2000,2700,2300,Rs/Quintal
Jalana,47,Tonnes,NR,Other,1300,3000,2675,Rs/Quintal
Jalgaon,1,Tonnes,NR,Other,2500,3000,2800,Rs/Quintal
Jalgaon Jamod(Aasalgaon),NR,Tonnes,NR,Other,1400,1400,1400,Rs/Quintal
Jalgaon(Masawat),1,Tonnes,NR,Other,1711,1711,1711,Rs/Quintal
Jamkhed,4,Tonnes,NR,Other,2900,3300,3100,Rs/Quintal
Jintur,1,Tonnes,NR,Other,2400,2510,2500,Rs/Quintal
Jintur(Bori),1,Tonnes,NR,Red,2400,2400,2400,Rs/Quintal
Kaij,1,Tonnes,NR,Jowar (Yellow),4399,4500,4400,Rs/Quintal
,,,NR,Red,1700,2100,1878,Rs/Quintal
Kalamb(Osmanabad),2,Tonnes,NR,Jowar ( White),2200,2500,2300,Rs/Quintal
,,,NR,Jowar (Yellow),4250,4351,4351,Rs/Quintal
Karmala,5,Tonnes,NR,Other,1500,3752,3300,Rs/Quintal
Khamgaon,1,Tonnes,NR,Other,1500,1550,1525,Rs/Quintal
Kille Dharur,NR,Tonnes,NR,Jowar (Yellow),4461,4461,4461,Rs/Quintal
Kurdwadi,1,Tonnes,NR,Other,2000,2700,2350,Rs/Quintal
Lasalgaon,NR,Tonnes,NR,Other,1880,1880,1880,Rs/Quintal
Majalgaon,2,Tonnes,NR,Red,2100,3331,2900,Rs/Quintal
Malegaon,1,Tonnes,NR,Jowar ( White),1021,2251,1115,Rs/Quintal
Malkapur,3,Tonnes,NR,Other,1500,1890,1740,Rs/Quintal
Mantha,2,Tonnes,NR,Other,2451,2500,2451,Rs/Quintal
Mumbai,191,Tonnes,NR,Other,2100,4200,3400,Rs/Quintal
Murim,NR,Tonnes,NR,Jowar ( White),2000,2000,2000,Rs/Quintal
Nanded,1,Tonnes,NR,Other,2200,2200,2200,Rs/Quintal
Nandurbar,19,Tonnes,NR,Other,1631,2250,1925,Rs/Quintal
Pachora,3,Tonnes,NR,Jowar ( White),1670,1791,1721,Rs/Quintal
,,,NR,Other,2300,2775,2511,Rs/Quintal
Parali Vaijyanath,NR,Tonnes,NR,Jowar (Yellow),4500,4500,4500,Rs/Quintal
,,,NR,Other,1600,1701,1650,Rs/Quintal
Pune,90,Tonnes,NR,Other,4000,4400,4225,Rs/Quintal
Raver,6,Tonnes,NR,Other,1390,1786,1691,Rs/Quintal
Shahada,3,Tonnes,NR,Other,1550,1785,1550,Rs/Quintal
Shegaon,3,Tonnes,NR,Other,1450,1775,1600,Rs/Quintal
Shevgaon,NR,Tonnes,NR,Other,1900,2400,1900,Rs/Quintal
Shrirampur,NR,Tonnes,NR,Other,3000,3000,3000,Rs/Quintal
Solapur,1,Tonnes,NR,Other,2612,2626,2612,Rs/Quintal
Telhara,8,Tonnes,NR,Other,1650,1800,1725,Rs/Quintal
