"ommodity-wise, Market-wise Daily Report on : 14/01/2019 NR : Not Reported",,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Hubli (Amaragol),1,Tonnes,NR,GCH,4009,5770,4809,Rs/Quintal
Kottur,26,Tonnes,NR,GCH,4000,5640,5211,Rs/Quintal
Laxmeshwar,19,Tonnes,NR,GCH,4530,5410,4942,Rs/Quintal
Manvi,147,Tonnes,NR,H-4(A) 27mm FIne,5300,5350,5325,Rs/Quintal
Nargunda,14,Tonnes,NR,GCH,4900,5000,4952,Rs/Quintal
Raichur,25,Tonnes,NR,F-1054,5000,5600,5400,Rs/Quintal
Ranebennur,333,Tonnes,NR,GCH,2889,6079,5509,Rs/Quintal
,,,NR,Varalakshmi (Ginned),3800,6789,6150,Rs/Quintal
Shiggauv,4,Tonnes,NR,Aka-1 (Unginned),11754,11754,11754,Rs/Quintal
Shimoga,6,Tonnes,NR,LD-327,1001,6219,3673,Rs/Quintal
Shorapur,7,Tonnes,NR,Hampi (Ginned),5150,5150,5150,Rs/Quintal
Sindhanur,18,Tonnes,NR,LH-1556,5650,5650,5650,Rs/Quintal
Soundati,12,Tonnes,NR,GCH,4859,5421,5270,Rs/Quintal
Yellapur,30,Tonnes,NR,Varalakshmi (Ginned),5719,6729,6243,Rs/Quintal
Madhya Pradesh,,,,,,,,
Alirajpur,58.5,Tonnes,NR,Desi,5000,5300,5100,Rs/Quintal
Anjad,55.75,Tonnes,NR,Other,4005,5350,5280,Rs/Quintal
Balwadi,52.08,Tonnes,NR,H4,4961,5600,5300,Rs/Quintal
Burhanpur,100,Tonnes,NR,LRA,5200,5340,5340,Rs/Quintal
Gandhwani,129.6,Tonnes,NR,Other,4800,6100,5550,Rs/Quintal
Jhabua,232.4,Tonnes,NR,DCH-32 (Ginned),5300,5700,5500,Rs/Quintal
Jobat,282.4,Tonnes,NR,Other,4900,6000,5150,Rs/Quintal
Karhi,37.14,Tonnes,NR,Other,4700,5350,5200,Rs/Quintal
Khandwa,427.9,Tonnes,NR,Other,5050,5440,5325,Rs/Quintal
Khargone,35,Tonnes,NR,Other,4850,5475,5300,Rs/Quintal
Khetia,127.2,Tonnes,NR,H4,5150,5520,5415,Rs/Quintal
Kukshi,304.72,Tonnes,NR,H4,4725,5504,5380,Rs/Quintal
Manawar,75.2,Tonnes,NR,Other,5125,5250,5200,Rs/Quintal
Pandhurna,51.8,Tonnes,NR,Other,5300,5550,5425,Rs/Quintal
Petlawad,226.39,Tonnes,NR,DCH-32(Unginned),5200,5600,5416,Rs/Quintal
,,,NR,MECH-1,4500,5000,4650,Rs/Quintal
Rajgarh,64.3,Tonnes,NR,DCH-32(Unginned),4300,5500,5400,Rs/Quintal
Saunsar,223.87,Tonnes,NR,H4,5300,5450,5395,Rs/Quintal
Segaon,9,Tonnes,NR,Cotton US,4850,5250,5150,Rs/Quintal
Sendhwa,1175,Tonnes,NR,H4,4950,5430,5370,Rs/Quintal
Thandla,1901.69,Tonnes,NR,DCH-32 (Ginned),5300,5800,5550,Rs/Quintal
Maharashtra,,,,,,,,
Akot,195,Tonnes,NR,H-4(A) 27mm FIne,5340,5595,5500,Rs/Quintal
Arvi,99,Tonnes,NR,H-4(A) 27mm FIne,5410,5470,5450,Rs/Quintal
Ashti,28,Tonnes,NR,Other,5450,5470,5460,Rs/Quintal
Bhadrawati,45,Tonnes,NR,Other,4950,5350,5150,Rs/Quintal
Chandrapur(Ganjwad),143,Tonnes,NR,Other,4830,5360,5200,Rs/Quintal
Chimur,77,Tonnes,NR,Other,5320,5351,5340,Rs/Quintal
Darwha,13,Tonnes,NR,Other,5200,5450,5325,Rs/Quintal
Deoulgaon Raja,275,Tonnes,NR,Desi,5355,5600,5570,Rs/Quintal
Gangakhed,70,Tonnes,NR,N-44,5350,5420,5380,Rs/Quintal
Ghatanji,269,Tonnes,NR,LRA,5350,5450,5400,Rs/Quintal
Hadgaon,26,Tonnes,NR,Other,5200,5510,5410,Rs/Quintal
Hadgaon(Tamsa),14,Tonnes,NR,Other,5200,5500,5400,Rs/Quintal
Himalyatnagar,4,Tonnes,NR,Other,5250,5300,5270,Rs/Quintal
Hinganghat,1000,Tonnes,NR,Other,5250,5500,5300,Rs/Quintal
Jalna(Badnapur),22,Tonnes,NR,Other,5200,5400,5300,Rs/Quintal
Kalmeshwar,370,Tonnes,NR,Other,5300,5450,5400,Rs/Quintal
Katol,58,Tonnes,NR,Desi,5000,5400,5200,Rs/Quintal
Khamgaon,19,Tonnes,NR,Other,5150,5450,5300,Rs/Quintal
Kille Dharur,7,Tonnes,NR,Other,5300,5300,5300,Rs/Quintal
Kinwat,99,Tonnes,NR,Other,4850,5400,5300,Rs/Quintal
Korpana,433,Tonnes,NR,Desi,5150,5375,5300,Rs/Quintal
Manwat,100,Tonnes,NR,Desi,5251,5530,5480,Rs/Quintal
Maregoan,51,Tonnes,NR,Other,5350,5450,5400,Rs/Quintal
Nagpur(Hingna),54,Tonnes,NR,Other,5400,5540,5500,Rs/Quintal
Nandurbar,6,Tonnes,NR,Other,5275,5475,5375,Rs/Quintal
Narkhed,47,Tonnes,NR,Other,5250,5400,5300,Rs/Quintal
Parbhani,80,Tonnes,NR,Other,5075,5490,5440,Rs/Quintal
Parshiwani,69,Tonnes,NR,H-4(A) 27mm FIne,5350,5375,5365,Rs/Quintal
Pulgaon,323,Tonnes,NR,Other,5200,5551,5385,Rs/Quintal
Rajura,193,Tonnes,NR,Other,5100,5375,5340,Rs/Quintal
Ralegaon,100,Tonnes,NR,Other,5150,5450,5400,Rs/Quintal
Savner,350,Tonnes,NR,Other,5400,5400,5400,Rs/Quintal
Shirpur,250,Tonnes,NR,Other,5296,5450,5425,Rs/Quintal
Sillod,638,Tonnes,NR,Other,5400,5700,5600,Rs/Quintal
Sonpeth,23,Tonnes,NR,Other,4750,5400,5350,Rs/Quintal
Umared,116,Tonnes,NR,Desi,5200,5420,5400,Rs/Quintal
Varora,258,Tonnes,NR,Desi,5275,5450,5362,Rs/Quintal
Wardha,45,Tonnes,NR,Other,5225,5500,5400,Rs/Quintal
ZariZamini,83,Tonnes,NR,Other,5100,5450,5364,Rs/Quintal
Odisha,,,,,,,,
Birmaharajpur,20.5,Tonnes,NR,Other,5100,5450,5450,Rs/Quintal
Kasinagar,10,Tonnes,NR,Other,5150,5200,5200,Rs/Quintal
Punjab,,,,,,,,
Abohar,302,Tonnes,NR,Cotton (Unginned),5500,5650,5605,Rs/Quintal
,,,NR,Narma BT Cotton,5240,5430,5380,Rs/Quintal
Barnala,2.5,Tonnes,NR,Other,5050,5145,5098,Rs/Quintal
Bhikhi,15,Tonnes,NR,Other,5150,5350,5250,Rs/Quintal
Boha,30,Tonnes,NR,Other,5400,5440,5420,Rs/Quintal
Faridkot,5,Tonnes,NR,American,5300,5400,5350,Rs/Quintal
Malout,19,Tonnes,NR,Other,5345,5485,5475,Rs/Quintal
Mansa,10,Tonnes,NR,American,5355,5410,5395,Rs/Quintal
Tapa(Tapa Mandi),1.2,Tonnes,NR,Other,5210,5255,5235,Rs/Quintal
Rajasthan,,,,,,,,
Anoopgarh,63.8,Tonnes,NR,American,5292,5354,5323,Rs/Quintal
,,,NR,Other,5604,5604,5604,Rs/Quintal
Bijay Nagar,55,Tonnes,NR,American,4600,5500,5400,Rs/Quintal
Gangapur,95,Tonnes,NR,American,5300,5500,5400,Rs/Quintal
Gharsana,28.1,Tonnes,NR,American,5222,5232,5226,Rs/Quintal
Hanumangarh,26.6,Tonnes,NR,American,5320,5385,5350,Rs/Quintal
Jaitsar,31.9,Tonnes,NR,American,5225,5325,5295,Rs/Quintal
,,,NR,Desi,5470,5600,5545,Rs/Quintal
Jodhpur(Grain)(Phalodi),4,Tonnes,NR,J-34,5600,5750,5675,Rs/Quintal
Kapasan,31,Tonnes,NR,American,5500,5900,5700,Rs/Quintal
Nohar,0.2,Tonnes,NR,Desi,5800,5800,5800,Rs/Quintal
Rawatsar,61.5,Tonnes,NR,American,5200,5340,5325,Rs/Quintal
Rawla,0.2,Tonnes,NR,American,4300,4300,4300,Rs/Quintal
Sadulshahar,44.9,Tonnes,NR,American,5355,5500,5420,Rs/Quintal
Sangriya,108.5,Tonnes,NR,Other,4750,5476,5437,Rs/Quintal
Sri Vijayanagar,109.5,Tonnes,NR,American,5145,5371,5258,Rs/Quintal
,,,NR,Desi,5600,5600,5600,Rs/Quintal
Sriganganagar,27.3,Tonnes,NR,American,5100,5334,5301,Rs/Quintal
,,,NR,Desi,5611,5611,5611,Rs/Quintal
Suratgarh,874,Tonnes,NR,American,5050,5381,5305,Rs/Quintal
,,,NR,Desi,5620,5620,5620,Rs/Quintal
Tamil Nadu,,,,,,,,
Usilampatty,NR,Tonnes,NR,LRA,5210,5310,5260,Rs/Quintal
,,,NR,MCU 5,5120,5220,5170,Rs/Quintal
,,,NR,Other,5060,5160,5110,Rs/Quintal
Telangana,,,,,,,,
Bhadrachalam,8,Tonnes,NR,Cotton (Unginned),5150,5450,5300,Rs/Quintal
Enkoor,150,Tonnes,NR,Cotton (Unginned),5000,5450,5200,Rs/Quintal
Koratla,15.4,Tonnes,NR,Desi,5150,5600,5519,Rs/Quintal
Nakrekal,0.1,Tonnes,NR,Bramha,5232,5400,5400,Rs/Quintal
Uttar Pradesh,,,,,,,,
Haathras,5.5,Tonnes,NR,Desi,4600,4900,4800,Rs/Quintal
Jute,,,,,,,,
Assam,,,,,,,,
Dhekiajuli,12,Tonnes,NR,TD-5,3600,3900,3900,Rs/Quintal
Dhing,150,Tonnes,NR,TD-5,3750,4100,4000,Rs/Quintal
West Bengal,,,,,,,,
Baxirhat,35,Tonnes,NR,TD-5,4400,4600,4500,Rs/Quintal
Belacoba,2.5,Tonnes,NR,TD-5,4500,4700,4600,Rs/Quintal
Beldanga,80,Tonnes,NR,TD-5,4100,4300,4200,Rs/Quintal
Bethuadahari,16,Tonnes,NR,TD-5,4050,4150,4100,Rs/Quintal
Champadanga,1.5,Tonnes,NR,Other,3700,3900,3800,Rs/Quintal
Gajol,4.2,Tonnes,NR,TD-5,3800,4000,3900,Rs/Quintal
Ghatal,6,Tonnes,NR,TD-5,3900,4100,4000,Rs/Quintal
Islampur,8,Tonnes,NR,TD-5,4800,5000,4900,Rs/Quintal
Jangipur,69,Tonnes,NR,TD-5,3550,3700,3630,Rs/Quintal
Jiaganj,2.7,Tonnes,NR,TD-5,3750,3825,3775,Rs/Quintal
Kaliaganj,40,Tonnes,NR,TD-5,4400,4600,4500,Rs/Quintal
Kalna,8,Tonnes,NR,TD-5,4000,4100,4100,Rs/Quintal
Karimpur,60,Tonnes,NR,Other,3400,3900,3800,Rs/Quintal
Kasimbazar,111,Tonnes,NR,TD-5,4050,4150,4100,Rs/Quintal
Katwa,19,Tonnes,NR,TD-5,3900,4100,4000,Rs/Quintal
Kolaghat,3.6,Tonnes,NR,TD-5,3350,3550,3450,Rs/Quintal
Lalbagh,3.5,Tonnes,NR,TD-5,3750,3800,3775,Rs/Quintal
Mathabhanga,4,Tonnes,NR,TD-5,4200,4400,4300,Rs/Quintal
Moynaguri,1.5,Tonnes,NR,TD-5,4400,4600,4500,Rs/Quintal
Nadia,2.3,Tonnes,NR,TD-5,4100,4300,4200,Rs/Quintal
Raiganj,10,Tonnes,NR,TD-5,4700,4900,4800,Rs/Quintal
Samsi,12,Tonnes,NR,TD-5,3950,4050,4000,Rs/Quintal
Toofanganj,4.8,Tonnes,NR,TD-5,4400,4600,4500,Rs/Quintal
Fruits,,,,,,,,
Amla(Nelli Kai),,,,,,,,
Gujarat,,,,,,,,
Ankleshwar,0.14,Tonnes,NR,Amla,2225,2900,2700,Rs/Quintal
Kerala,,,,,,,,
Kondotty,0.25,Tonnes,NR,Other,3400,3600,3500,Rs/Quintal
Kottakkal,2,Tonnes,NR,Other,2900,3000,2960,Rs/Quintal
Parappanangadi,1,Tonnes,NR,Other,4100,4560,4250,Rs/Quintal
Perinthalmanna,2.7,Tonnes,NR,Amla,2600,3400,3000,Rs/Quintal
Thirurrangadi,0.6,Tonnes,NR,Amla,3600,3950,3800,Rs/Quintal
Madhya Pradesh,,,,,,,,
Bhopal(F&V),0.9,Tonnes,NR,Other,1000,1500,1200,Rs/Quintal
Neemuch,34.7,Tonnes,NR,Other,5990,11330,10000,Rs/Quintal
Maharashtra,,,,,,,,
Chandrapur(Ganjwad),NR,Tonnes,NR,Other,2200,2200,2200,Rs/Quintal
Punjab,,,,,,,,
Ahmedgarh,2,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Muktsar,0.5,Tonnes,NR,Amla,1000,1200,1100,Rs/Quintal
Nawan Shahar(Subzi Mandi),0.05,Tonnes,NR,Amla,2000,2500,2200,Rs/Quintal
Rajasthan,,,,,,,,
Chittorgarh,0.3,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Uttar Pradesh,,,,,,,,
Faizabad,0.4,Tonnes,NR,Amla,1375,1500,1400,Rs/Quintal
Jafarganj,0.4,Tonnes,NR,Amla,1400,1500,1450,Rs/Quintal
Jhijhank,3,Tonnes,NR,Amla,2200,2400,2300,Rs/Quintal
Unnao,6,Tonnes,NR,Amla,1700,1800,1750,Rs/Quintal
Varipaal,0.4,Tonnes,NR,Amla,450,525,500,Rs/Quintal
Apple,,,,,,,,
Goa,,,,,,,,
Mapusa,1.3,Tonnes,NR,Apple,120000,120000,120000,Rs/Quintal
Gujarat,,,,,,,,
Bharuch,2.44,Tonnes,NR,Royal Mishri,4000,6500,5000,Rs/Quintal
Haryana,,,,,,,,
Asandh,0.8,Tonnes,NR,Other,4100,4500,4400,Rs/Quintal
Ballabhgarh,0.2,Tonnes,NR,Other,4800,5200,5000,Rs/Quintal
Barara,0.2,Tonnes,NR,Apple,4000,5000,4000,Rs/Quintal
Faridabad,15,Tonnes,NR,Other,3000,6000,4500,Rs/Quintal
Ganaur,0.4,Tonnes,NR,Apple,6000,6500,6200,Rs/Quintal
Gurgaon,6.5,Tonnes,NR,Other,7000,11000,9000,Rs/Quintal
Iamailabad,0.03,Tonnes,NR,Apple,6500,7000,6800,Rs/Quintal
Jagadhri,0.4,Tonnes,NR,Other,5500,7500,7500,Rs/Quintal
Jhajjar,0.2,Tonnes,NR,Other,NR,4000,4000,Rs/Quintal
Jind,1.8,Tonnes,NR,Other,4000,6000,5500,Rs/Quintal
kalanwali,1.2,Tonnes,NR,Other,3000,5400,5400,Rs/Quintal
Khanina,0.2,Tonnes,NR,Other,3500,3500,3500,Rs/Quintal
Meham,0.4,Tonnes,NR,Apple,5000,5000,5000,Rs/Quintal
Naraingarh,0.75,Tonnes,NR,Other,5000,5000,5000,Rs/Quintal
Narnaund,0.2,Tonnes,NR,Other,4100,4500,4200,Rs/Quintal
Panipat,3,Tonnes,NR,Other,4000,7000,5300,Rs/Quintal
Radaur,2,Tonnes,NR,Other,4100,4500,4200,Rs/Quintal
Ratia,0.8,Tonnes,NR,Other,4000,4500,4200,Rs/Quintal
Sadhaura,0.7,Tonnes,NR,Other,4000,5000,4500,Rs/Quintal
Safidon,0.75,Tonnes,NR,Other,6000,6000,6000,Rs/Quintal
Shahabad,1.9,Tonnes,NR,Apple,4500,5500,5000,Rs/Quintal
Shahzadpur,0.1,Tonnes,NR,Apple,3000,3000,3000,Rs/Quintal
Sirsa,2.9,Tonnes,NR,Other,3000,3700,3500,Rs/Quintal
Sonepat,1.2,Tonnes,NR,Other,4000,5000,4000,Rs/Quintal
Taura,1.2,Tonnes,NR,Other,5000,5000,5000,Rs/Quintal
Yamuna Nagar,7.5,Tonnes,NR,Other,2000,9000,8500,Rs/Quintal
Himachal Pradesh,,,,,,,,
Bilaspur,0.1,Tonnes,NR,Other,5000,6000,5500,Rs/Quintal
,,,NR,Other,5200,7500,6500,Rs/Quintal
Dhanotu (Mandi),0.1,Tonnes,NR,Other,5000,7000,6000,Rs/Quintal
Hamirpur,0.45,Tonnes,NR,Delicious,5500,6000,6000,Rs/Quintal
,,,NR,Delicious,4500,5000,5000,Rs/Quintal
Hamirpur(Nadaun),0.3,Tonnes,NR,Delicious,5000,6000,5500,Rs/Quintal
Kangra(Baijnath),0.1,Tonnes,NR,Kasmir/Shimla - II,5500,6000,6000,Rs/Quintal
Kangra(Jassour),2,Tonnes,NR,Other,4000,6000,5000,Rs/Quintal
Mandi(Mandi),0.1,Tonnes,NR,Apple,3000,6500,5000,Rs/Quintal
Santoshgarh,0.3,Tonnes,NR,Other,3100,4400,3600,Rs/Quintal
Shimla,1.09,Tonnes,NR,Royal Delicious,3680,4140,3910,Rs/Quintal
Solan,1.82,Tonnes,NR,Apple,3000,8000,6000,Rs/Quintal
Jammu and Kashmir,,,,,,,,
Akhnoor,1,Tonnes,NR,Other,3500,4000,3750,Rs/Quintal
Kathua,1.2,Tonnes,NR,Other,4000,5500,4750,Rs/Quintal
Narwal Jammu (F&V),108,Tonnes,NR,Delicious,3500,5000,4250,Rs/Quintal
Nowpora,560,Tonnes,NR,American,3080,3640,3360,Rs/Quintal
,,,NR,American,1400,1960,1680,Rs/Quintal
,,,NR,Delicious,2800,3360,3080,Rs/Quintal
,,,NR,Delicious,1120,1680,1400,Rs/Quintal
,,,NR,Maharaji,1960,2520,2240,Rs/Quintal
,,,NR,Maharaji,1120,1400,1232,Rs/Quintal
Parimpore,63,Tonnes,NR,American,3400,3800,3600,Rs/Quintal
,,,NR,American,1900,2000,1950,Rs/Quintal
,,,NR,Delicious,3400,4000,3700,Rs/Quintal
,,,NR,Delicious,1600,1900,1750,Rs/Quintal
,,,NR,Golden,1900,2200,2050,Rs/Quintal
,,,NR,Golden,1300,1400,1350,Rs/Quintal
Jharkhand,,,,,,,,
Giridih,1.99,Tonnes,NR,Other,9700,9850,9800,Rs/Quintal
Karnataka,,,,,,,,
"Binny Mill (F&V), Bangalore",325,Tonnes,NR,Apple,6000,8000,7000,Rs/Quintal
Kerala,,,,,,,,
Aroor,0.1,Tonnes,NR,Other,12000,12200,12100,Rs/Quintal
Chala,3,Tonnes,NR,Other,11000,11150,11050,Rs/Quintal
,,,NR,Other,9000,9150,9050,Rs/Quintal
,,,NR,Other,7000,7150,7050,Rs/Quintal
Kondotty,0.25,Tonnes,NR,Other,9000,9200,9100,Rs/Quintal
Kottakkal,0.9,Tonnes,NR,Other,8500,8650,8600,Rs/Quintal
Manjeri,7,Tonnes,NR,Other,6800,6900,6850,Rs/Quintal
Mukkom,0.7,Tonnes,NR,Other,9000,10000,9500,Rs/Quintal
Munnar,1,Tonnes,NR,Other,10000,11000,11000,Rs/Quintal
Parappanangadi,0.3,Tonnes,NR,Other,10200,10400,10300,Rs/Quintal
Perinthalmanna,2.4,Tonnes,NR,Apple,12600,13400,13000,Rs/Quintal
Thirurrangadi,0.3,Tonnes,NR,Other,9500,10500,10000,Rs/Quintal
Thodupuzha,1,Tonnes,NR,Other,6500,7500,7500,Rs/Quintal
Vandiperiyar,0.5,Tonnes,NR,Other,8500,8500,8500,Rs/Quintal
Madhya Pradesh,,,,,,,,
Bhopal(F&V),77.6,Tonnes,NR,Other,2000,4000,3000,Rs/Quintal
Harda(F&V),8,Tonnes,NR,Apple,3000,3500,3300,Rs/Quintal
Syopurkalan(F&V),0.2,Tonnes,NR,Apple,5000,6000,5500,Rs/Quintal
Maharashtra,,,,,,,,
Amrawati(Frui & Veg. Market),52,Tonnes,NR,Simla,5000,6000,5500,Rs/Quintal
Chandrapur(Ganjwad),4,Tonnes,NR,Other,6000,7000,6500,Rs/Quintal
Fruit Market,175,Tonnes,NR,Other,5500,9500,7500,Rs/Quintal
Kalyan,NR,Tonnes,NR,Other,6000,8000,7000,Rs/Quintal
Karad,2,Tonnes,NR,Simla,4650,6600,6600,Rs/Quintal
Kolhapur,15,Tonnes,NR,Other,1000,5000,4000,Rs/Quintal
Nagpur,1,Tonnes,NR,Simla,6000,8000,7500,Rs/Quintal
Nasik,19,Tonnes,NR,Simla,5000,8500,6000,Rs/Quintal
Pune,62,Tonnes,NR,Other,4000,14000,9000,Rs/Quintal
"Sangli(Phale, Bhajipura Market)",57,Tonnes,NR,Other,2812,6875,5312,Rs/Quintal
NCT of Delhi,,,,,,,,
Azadpur,3018.1,Tonnes,NR,Delicious,2500,4500,3438,Rs/Quintal
,,,NR,Kullu Royal Delicious,4063,6250,5375,Rs/Quintal
,,,NR,Royal Delicious,3600,8400,6400,Rs/Quintal
Odisha,,,,,,,,
Karanjia,0.09,Tonnes,NR,Other,9000,10000,9500,Rs/Quintal
,,,NR,Other,8000,9000,8500,Rs/Quintal
Punjab,,,,,,,,
Abohar,1,Tonnes,NR,Apple,3500,6200,4550,Rs/Quintal
Amritsar(Amritsar Mewa Mandi),60,Tonnes,NR,Apple,2000,4000,3000,Rs/Quintal
Banga,0.4,Tonnes,NR,Other,4276,4276,4276,Rs/Quintal
Barnala,0.3,Tonnes,NR,Other,4500,5000,4750,Rs/Quintal
Bassi Pathana,0.5,Tonnes,NR,Apple,8000,8000,8000,Rs/Quintal
Batala,2.5,Tonnes,NR,Other,1900,3500,2800,Rs/Quintal
Bathinda,2.1,Tonnes,NR,Other,5000,9500,7000,Rs/Quintal
Bhawanigarh,0.4,Tonnes,NR,Other,4000,4000,4000,Rs/Quintal
Budalada,0.3,Tonnes,NR,Other,3000,7300,5400,Rs/Quintal
Chamkaur Sahib,2,Tonnes,NR,Apple,4000,4020,4010,Rs/Quintal
Dinanagar,0.2,Tonnes,NR,Apple,3700,4200,4000,Rs/Quintal
Dudhansadhan,0.1,Tonnes,NR,Other,4800,5500,5300,Rs/Quintal
Faridkot,1.09,Tonnes,NR,Apple,4000,12000,5000,Rs/Quintal
Fazilka,1.8,Tonnes,NR,Other,4000,5000,4500,Rs/Quintal
Firozepur City,0.8,Tonnes,NR,Other,2500,4500,3500,Rs/Quintal
Garh Shankar(Mahalpur),0.41,Tonnes,NR,Other,5500,6400,6000,Rs/Quintal
Guru Har Sahai,0.1,Tonnes,NR,Apple,4000,5000,5000,Rs/Quintal
Jalalabad,0.01,Tonnes,NR,Other,3000,4500,4000,Rs/Quintal
Jalandhar City(Jalandhar),16.5,Tonnes,NR,Other,2000,4500,3300,Rs/Quintal
Khanauri,0.1,Tonnes,NR,American,4200,4500,4300,Rs/Quintal
Khanna,5,Tonnes,NR,Other,3000,5000,4000,Rs/Quintal
Kurali,0.5,Tonnes,NR,Apple,5000,6000,5500,Rs/Quintal
Malerkotla,9.5,Tonnes,NR,Other,2500,3400,3000,Rs/Quintal
Malout,0.5,Tonnes,NR,Apple,4000,5000,4500,Rs/Quintal
Morinda,0.1,Tonnes,NR,Other,6100,6300,6200,Rs/Quintal
Mukerian,0.1,Tonnes,NR,Other,3000,4500,3800,Rs/Quintal
Mukerian(Talwara),0.25,Tonnes,NR,Other,2500,3500,3000,Rs/Quintal
Muktsar,2,Tonnes,NR,Simla,3500,5000,4000,Rs/Quintal
Nabha,0.4,Tonnes,NR,Other,5000,7000,6200,Rs/Quintal
Nawan Shahar(Subzi Mandi),0.2,Tonnes,NR,Other,4000,5000,4500,Rs/Quintal
Patti,0.3,Tonnes,NR,Other,5000,6000,5500,Rs/Quintal
Phagwara,2.1,Tonnes,NR,Other,1969,3735,2852,Rs/Quintal
Raikot,1,Tonnes,NR,Other,4500,4900,4700,Rs/Quintal
Rampuraphul(Nabha Mandi),5,Tonnes,NR,Other,4000,4500,4000,Rs/Quintal
Ropar,24,Tonnes,NR,Apple,4000,6000,5000,Rs/Quintal
Sirhind,0.7,Tonnes,NR,Other,4000,6000,5500,Rs/Quintal
Sunam,0.8,Tonnes,NR,Other,4000,6000,5000,Rs/Quintal
Rajasthan,,,,,,,,
Ajmer(F&V),24,Tonnes,NR,Other,4000,6500,4500,Rs/Quintal
Chittorgarh,3.2,Tonnes,NR,Other,8000,18000,14000,Rs/Quintal
Sriganganagar(F&V),8,Tonnes,NR,Apple,3200,3200,3200,Rs/Quintal
Udaipur(F&V),2.8,Tonnes,NR,Other,2000,5000,3500,Rs/Quintal
Uttar Pradesh,,,,,,,,
Achalda,1.2,Tonnes,NR,Delicious,3500,3520,3510,Rs/Quintal
Agra,15,Tonnes,NR,Delicious,5300,5700,5500,Rs/Quintal
Akbarpur,1,Tonnes,NR,Delicious,5500,5580,5540,Rs/Quintal
Aligarh,4,Tonnes,NR,Delicious,5550,5650,5600,Rs/Quintal
Allahabad,9,Tonnes,NR,Kasmir/Shimla - II,5500,6000,5800,Rs/Quintal
Amroha,0.4,Tonnes,NR,Delicious,2000,4000,3000,Rs/Quintal
Anandnagar,0.3,Tonnes,NR,Apple,3900,4000,3950,Rs/Quintal
Atarra,1,Tonnes,NR,Kasmir/Shimla - II,6400,6600,6500,Rs/Quintal
Auraiya,1,Tonnes,NR,Delicious,6400,6700,6550,Rs/Quintal
Azamgarh,5.5,Tonnes,NR,Delicious,5100,5400,5225,Rs/Quintal
Baberu,0.4,Tonnes,NR,Kasmir/Shimla - II,6060,6225,6140,Rs/Quintal
Badayoun,2,Tonnes,NR,Delicious,3800,4200,4120,Rs/Quintal
Bahraich,7.5,Tonnes,NR,Kasmir/Shimla - II,4560,5220,4910,Rs/Quintal
Ballia,2,Tonnes,NR,Apple,5650,5750,5700,Rs/Quintal
Balrampur,1.5,Tonnes,NR,Delicious,5200,5800,5450,Rs/Quintal
Banda,1.8,Tonnes,NR,Kasmir/Shimla - II,6000,6300,6130,Rs/Quintal
Bangarmau,1.4,Tonnes,NR,Delicious,5650,5750,5700,Rs/Quintal
Barabanki,11,Tonnes,NR,Delicious,5550,5650,5600,Rs/Quintal
Baraut,0.2,Tonnes,NR,Kasmir/Shimla - II,4500,4700,4600,Rs/Quintal
Bareilly,18.5,Tonnes,NR,Delicious,5225,5275,5250,Rs/Quintal
Basti,2.5,Tonnes,NR,Delicious,5050,5150,5100,Rs/Quintal
Bewar,0.7,Tonnes,NR,Delicious,5300,5500,5400,Rs/Quintal
Bharthna,2.4,Tonnes,NR,Delicious,4625,5025,4825,Rs/Quintal
Bijnaur,1,Tonnes,NR,Delicious,4750,4950,4850,Rs/Quintal
Bindki,1.5,Tonnes,NR,Kasmir/Shimla - II,6100,6200,6160,Rs/Quintal
Buland Shahr,0.8,Tonnes,NR,Delicious,5800,6300,6050,Rs/Quintal
Chandausi,3,Tonnes,NR,Apple,5230,5300,5270,Rs/Quintal
Chandoli,1.8,Tonnes,NR,Delicious,6100,6190,6145,Rs/Quintal
Charra,1.5,Tonnes,NR,Kasmir/Shimla - II,5100,5300,5200,Rs/Quintal
Chhibramau(Kannuj),1.2,Tonnes,NR,Delicious,6200,6500,6400,Rs/Quintal
Dadri,3,Tonnes,NR,Kasmir/Shimla - II,4550,4650,4600,Rs/Quintal
Devariya,1.5,Tonnes,NR,Apple,4900,4920,4910,Rs/Quintal
Dhampur,0.5,Tonnes,NR,Apple,1800,2000,1900,Rs/Quintal
Dhanura,1,Tonnes,NR,Delicious,2500,3000,2500,Rs/Quintal
Etah,1.8,Tonnes,NR,Kasmir/Shimla - II,5000,5400,5200,Rs/Quintal
Etawah,6,Tonnes,NR,Delicious,4550,5150,4850,Rs/Quintal
Faizabad,0.8,Tonnes,NR,Apple,5400,5700,5550,Rs/Quintal
Farukhabad,10,Tonnes,NR,Delicious,5800,6000,5900,Rs/Quintal
Fatehabad,10,Tonnes,NR,Delicious,5800,5900,5840,Rs/Quintal
Fatehpur,2,Tonnes,NR,Kasmir/Shimla - II,5600,5750,5680,Rs/Quintal
Fatehpur Sikri,0.2,Tonnes,NR,Delicious,5100,5150,5130,Rs/Quintal
Gangoh,1.3,Tonnes,NR,Kasmir/Shimla - II,6095,6120,6110,Rs/Quintal
