"Commodity-wise, Market-wise Daily Report on : 02/01/2019 NR : Not Reported",,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Patan,7.1,Tonnes,NR,Other,1750,1845,1800,Rs/Quintal
Porbandar,0.3,Tonnes,NR,Other,NR,1050,1050,Rs/Quintal
Rajkot,2.8,Tonnes,NR,Deshi,1450,1875,1550,Rs/Quintal
Rajula,0.4,Tonnes,NR,Local,1880,1880,1880,Rs/Quintal
Savarkundla,1,Tonnes,NR,Deshi,1750,2050,1900,Rs/Quintal
Siddhpur,6.27,Tonnes,NR,Deshi,1660,1860,1760,Rs/Quintal
Talod,20.8,Tonnes,NR,Other,1625,1920,1773,Rs/Quintal
Thara,16.3,Tonnes,NR,Other,1825,1935,1880,Rs/Quintal
Tharad,5,Tonnes,NR,Deshi,1700,1860,1780,Rs/Quintal
Tharad(Rah),0.6,Tonnes,NR,Deshi,1750,1840,1795,Rs/Quintal
Thasara,20,Tonnes,NR,Deshi,1500,1650,1575,Rs/Quintal
Thasara(Dokar),25,Tonnes,NR,Deshi,1500,1650,1575,Rs/Quintal
Umreth,7.1,Tonnes,NR,Deshi,1750,1825,1820,Rs/Quintal
Vadgam,0.2,Tonnes,NR,Hybrid,1750,1750,1750,Rs/Quintal
Vadodara,12.5,Tonnes,NR,Other,1850,1950,1950,Rs/Quintal
Vankaner,0.4,Tonnes,NR,Other,1555,2070,1750,Rs/Quintal
Visnagar,13.5,Tonnes,NR,Other,1575,1925,1750,Rs/Quintal
Karnataka,,,,,,,,
Badami,13,Tonnes,NR,Hybrid,1625,1625,1625,Rs/Quintal
Bagalakot,2,Tonnes,NR,Hybrid,1501,1725,1661,Rs/Quintal
Bangalore,3,Tonnes,NR,Hybrid,2000,2400,2200,Rs/Quintal
Bellary,4,Tonnes,NR,Hybrid,1509,1987,1741,Rs/Quintal
Bijapur,3,Tonnes,NR,Hybrid,1600,1800,1700,Rs/Quintal
Gulbarga,51,Tonnes,NR,Local,1650,2012,1865,Rs/Quintal
Kustagi,70,Tonnes,NR,Hybrid,1630,1630,1630,Rs/Quintal
Lingasugur,28,Tonnes,NR,Hybrid,1560,1800,1800,Rs/Quintal
Rona,4,Tonnes,NR,Hybrid,1667,1667,1667,Rs/Quintal
Madhya Pradesh,,,,,,,,
Kailaras,19.8,Tonnes,NR,Deshi,1576,1991,1587,Rs/Quintal
Lahar,11.3,Tonnes,NR,Other,1554,1571,1560,Rs/Quintal
Lashkar,1,Tonnes,NR,Deshi,1665,1665,1665,Rs/Quintal
Morena,27.7,Tonnes,NR,Deshi,1640,1660,1654,Rs/Quintal
Sabalgarh,2.7,Tonnes,NR,Deshi,1575,1598,1590,Rs/Quintal
Maharashtra,,,,,,,,
Akola,NR,Tonnes,NR,Other,1900,1900,1900,Rs/Quintal
Amalner,2,Tonnes,NR,Other,1751,1800,1800,Rs/Quintal
Ambad (Vadigodri),NR,Tonnes,NR,Other,1400,2300,2125,Rs/Quintal
Aurangabad,1,Tonnes,NR,Other,1800,2200,2000,Rs/Quintal
Beed,NR,Tonnes,NR,Other,1414,1414,1414,Rs/Quintal
Chalisgaon,2,Tonnes,NR,Other,1300,2200,1800,Rs/Quintal
Chopada,1,Tonnes,NR,Other,1975,1975,1975,Rs/Quintal
Deoulgaon Raja,NR,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Dondaicha,1,Tonnes,NR,Other,1405,1405,1405,Rs/Quintal
Dondaicha(Sindhkheda),1,Tonnes,NR,Other,1876,1881,1881,Rs/Quintal
Gevrai,1,Tonnes,NR,Other,1300,1750,1600,Rs/Quintal
Jalana,6,Tonnes,NR,Other,1450,2150,1600,Rs/Quintal
Kalamb(Osmanabad),NR,Tonnes,NR,Other,2101,2101,2101,Rs/Quintal
Kannad,2,Tonnes,NR,Other,1650,1750,1700,Rs/Quintal
Khamgaon,NR,Tonnes,NR,Other,1962,1962,1962,Rs/Quintal
Lasalgaon,4,Tonnes,NR,Other,1511,1855,1691,Rs/Quintal
Lasur Station,2,Tonnes,NR,Other,1400,2001,2001,Rs/Quintal
Malegaon,2,Tonnes,NR,Other,1697,1940,1891,Rs/Quintal
Manmad,1,Tonnes,NR,Other,1500,1966,1890,Rs/Quintal
Mumbai,60,Tonnes,NR,Other,1800,2600,2300,Rs/Quintal
Nandgaon,1,Tonnes,NR,Other,1755,2036,1899,Rs/Quintal
Nandurbar,NR,Tonnes,NR,Other,1850,1850,1850,Rs/Quintal
Pachora,3,Tonnes,NR,Other,1610,1890,1781,Rs/Quintal
Paithan,1,Tonnes,NR,Other,2032,2122,2095,Rs/Quintal
Pathardi,2,Tonnes,NR,Other,1400,2200,1801,Rs/Quintal
Rahata,NR,Tonnes,NR,Other,1800,1800,1800,Rs/Quintal
Rahuri(Vambori),NR,Tonnes,NR,Other,1451,1451,1451,Rs/Quintal
Sangamner,4,Tonnes,NR,Other,1800,1920,1860,Rs/Quintal
Shrirampur,1,Tonnes,NR,Other,1350,1400,1375,Rs/Quintal
Ulhasnagar,11,Tonnes,NR,Other,2000,2200,2100,Rs/Quintal
Vaijpur,1,Tonnes,NR,Other,1501,2172,1950,Rs/Quintal
Rajasthan,,,,,,,,
Alwar,44.1,Tonnes,NR,Other,1590,1650,1615,Rs/Quintal
Anoopgarh,2.8,Tonnes,NR,Other,1600,1667,1634,Rs/Quintal
Bandikui,24.1,Tonnes,NR,Other,1550,1680,1615,Rs/Quintal
Bayana,88.4,Tonnes,NR,Other,1594,1644,1620,Rs/Quintal
Bhadara,0.2,Tonnes,NR,Other,1501,1501,1501,Rs/Quintal
Bharatpur,95,Tonnes,NR,Local,1550,1660,1605,Rs/Quintal
Bijay Nagar,2,Tonnes,NR,Other,1635,1681,1650,Rs/Quintal
Chaksu,51.1,Tonnes,NR,Other,1573,1722,1620,Rs/Quintal
Chomu,17.6,Tonnes,NR,Other,1500,1579,1530,Rs/Quintal
Dausa,101.5,Tonnes,NR,Other,1592,1720,1656,Rs/Quintal
Deedwana(Choti Khatu),34.6,Tonnes,NR,Local,1620,1680,1640,Rs/Quintal
Deeg,1.2,Tonnes,NR,Other,1575,1595,1595,Rs/Quintal
Degana,10.2,Tonnes,NR,Other,1500,1600,1550,Rs/Quintal
Deoli,1.7,Tonnes,NR,Other,1563,1615,1589,Rs/Quintal
Dholpur,32,Tonnes,NR,Other,1680,1740,1710,Rs/Quintal
Fatehpur,11,Tonnes,NR,Other,1550,1625,1580,Rs/Quintal
Gangapur City,10.5,Tonnes,NR,Other,1556,1611,1582,Rs/Quintal
Gangapurcity(Old Lal mandi),0.6,Tonnes,NR,Other,1585,1605,1595,Rs/Quintal
Hindoun,56.3,Tonnes,NR,Other,1575,1741,1658,Rs/Quintal
Jaitsar,2.4,Tonnes,NR,Other,1620,1650,1635,Rs/Quintal
Jodhpur (Grain)(Mandor),7.8,Tonnes,NR,Other,1600,1900,1750,Rs/Quintal
Jodhpur(Grain)(Bhagat Ki Kothi),3.8,Tonnes,NR,Other,1700,1900,1800,Rs/Quintal
Kama,1.1,Tonnes,NR,Other,1582,1582,1582,Rs/Quintal
Kekri,36,Tonnes,NR,Other,1425,1660,1535,Rs/Quintal
Khairthal,184.9,Tonnes,NR,Other,1580,1620,1600,Rs/Quintal
Khedh(Bodaramev),14.9,Tonnes,NR,Other,1614,1630,1623,Rs/Quintal
Khedli(laxmangarh),12,Tonnes,NR,Other,1620,1675,1640,Rs/Quintal
Kherli,58.2,Tonnes,NR,Other,1500,1800,1670,Rs/Quintal
Kishan Renwal(Fulera),2.4,Tonnes,NR,Other,1610,1610,1610,Rs/Quintal
Kishan Renwal(Sambhar),44.3,Tonnes,NR,Other,1580,1580,1580,Rs/Quintal
Kishangarh Renwal,64.7,Tonnes,NR,Other,1550,1550,1550,Rs/Quintal
Kotputli,13.5,Tonnes,NR,Local,1500,1700,1600,Rs/Quintal
Kuchaman City,54.2,Tonnes,NR,Other,1580,1645,1630,Rs/Quintal
Lalsot(Mandabari),19.5,Tonnes,NR,Other,1625,1716,1670,Rs/Quintal
Madanganj Kishanganj,15.2,Tonnes,NR,Other,1300,1600,1450,Rs/Quintal
Mahua Mandabar(Mahua),50.6,Tonnes,NR,Other,1560,1580,1570,Rs/Quintal
Nagar,4.5,Tonnes,NR,Other,1500,1560,1531,Rs/Quintal
Nawalgarh,7.8,Tonnes,NR,Other,1550,1610,1580,Rs/Quintal
Niwai,8.7,Tonnes,NR,Other,1700,1800,1750,Rs/Quintal
Padampur,0.5,Tonnes,NR,Other,1660,1660,1660,Rs/Quintal
Sadulpur,2.2,Tonnes,NR,Local,1500,1580,1540,Rs/Quintal
Sanchor,0.3,Tonnes,NR,Other,1950,1950,1950,Rs/Quintal
Sawai Madhopur,9.3,Tonnes,NR,Other,1530,1712,1611,Rs/Quintal
Sri Madhopur,76.8,Tonnes,NR,Other,1515,1680,1597,Rs/Quintal
Sri Vijayanagar,2.1,Tonnes,NR,Other,1675,1704,1689,Rs/Quintal
Sridungargarh,1.5,Tonnes,NR,Other,3500,3500,3500,Rs/Quintal
Surajgarh,22.4,Tonnes,NR,Other,1730,1730,1730,Rs/Quintal
Tonk,10.1,Tonnes,NR,Deshi,1570,1660,1615,Rs/Quintal
Tamil Nadu,,,,,,,,
Theni,NR,Tonnes,NR,Small,1820,2040,1930,Rs/Quintal
Uttar Pradesh,,,,,,,,
Achalda,70,Tonnes,NR,Bold,1350,1510,1450,Rs/Quintal
Achnera,2.5,Tonnes,NR,Deshi,1600,1700,1650,Rs/Quintal
Agra,28,Tonnes,NR,Deshi,1570,1610,1590,Rs/Quintal
Ajuha,2,Tonnes,NR,Deshi,1360,1410,1385,Rs/Quintal
Aliganj,119.4,Tonnes,NR,Deshi,1400,1500,1450,Rs/Quintal
Aligarh,20,Tonnes,NR,Hybrid,1560,1600,1580,Rs/Quintal
Anoop Shahar,52,Tonnes,NR,Hybrid,1490,1510,1500,Rs/Quintal
Atrauli,4,Tonnes,NR,Hybrid,1380,1400,1390,Rs/Quintal
Auraiya,80,Tonnes,NR,Hybrid,1600,1700,1650,Rs/Quintal
Awagarh,35,Tonnes,NR,Hybrid,1550,1700,1650,Rs/Quintal
Badayoun,13,Tonnes,NR,Deshi,1550,1800,1600,Rs/Quintal
Bhehjoi,60,Tonnes,NR,Deshi,1500,1600,1550,Rs/Quintal
Bilsi,17.5,Tonnes,NR,Hybrid,1550,1620,1600,Rs/Quintal
Charra,60,Tonnes,NR,Hybrid,1575,1650,1600,Rs/Quintal
Choubepur,6.5,Tonnes,NR,Deshi,1530,1600,1565,Rs/Quintal
Divai,7,Tonnes,NR,Hybrid,1480,1500,1490,Rs/Quintal
Etah,150,Tonnes,NR,Hybrid,1530,1600,1580,Rs/Quintal
Etawah,2,Tonnes,NR,Hybrid,1550,1650,1600,Rs/Quintal
Fatehabad,18,Tonnes,NR,Deshi,1600,1650,1620,Rs/Quintal
Fatehpur Sikri,5,Tonnes,NR,Deshi,1530,1570,1555,Rs/Quintal
Ganjdudwara,46,Tonnes,NR,Local,1330,1370,1350,Rs/Quintal
Haathras,30,Tonnes,NR,Hybrid,1600,1630,1610,Rs/Quintal
Jagnair,13,Tonnes,NR,Deshi,1550,1650,1600,Rs/Quintal
Jalaun,0.7,Tonnes,NR,Deshi,1580,1640,1605,Rs/Quintal
Jangipura,10,Tonnes,NR,Deshi,1480,1530,1500,Rs/Quintal
Jarar,12,Tonnes,NR,Deshi,1530,1580,1560,Rs/Quintal
Jasvantnagar,20,Tonnes,NR,Hybrid,1400,1600,1500,Rs/Quintal
Jhijhank,0.3,Tonnes,NR,Other,1750,1950,1850,Rs/Quintal
Kalpi,39.9,Tonnes,NR,Other,1480,1500,1490,Rs/Quintal
Kamlaganj,22.6,Tonnes,NR,Hybrid,1450,1650,1550,Rs/Quintal
Kanpur(Grain),70,Tonnes,NR,Deshi,1550,1650,1600,Rs/Quintal
Kasganj,240,Tonnes,NR,Hybrid,1570,1620,1600,Rs/Quintal
Kayamganj,12,Tonnes,NR,Hybrid,1530,1550,1540,Rs/Quintal
Khairagarh,14,Tonnes,NR,Deshi,1600,1700,1650,Rs/Quintal
Kishunpur,24,Tonnes,NR,Deshi,1300,1500,1400,Rs/Quintal
Kurara,18.46,Tonnes,NR,Local,1450,1550,1500,Rs/Quintal
Madhogarh,80,Tonnes,NR,Bold,1400,1600,1500,Rs/Quintal
Samsabad,1,Tonnes,NR,Hybrid,1550,1650,1600,Rs/Quintal
Shahaswan,1,Tonnes,NR,Other,1460,1470,1465,Rs/Quintal
Sirsaganj,12.2,Tonnes,NR,Hybrid,1600,1660,1630,Rs/Quintal
Tundla,25.5,Tonnes,NR,Deshi,1460,1610,1570,Rs/Quintal
Varipaal,0.5,Tonnes,NR,Deshi,1300,1440,1400,Rs/Quintal
Visoli,85,Tonnes,NR,Other,1600,1650,1625,Rs/Quintal
Barley (Jau),,,,,,,,
Madhya Pradesh,,,,,,,,
Chhatarpur,21,Tonnes,NR,Other,1650,1700,1690,Rs/Quintal
Lashkar,0.5,Tonnes,NR,Local,1870,1870,1870,Rs/Quintal
Nagod,6.1,Tonnes,NR,Deshi,1500,1611,1525,Rs/Quintal
Neemuch,1.6,Tonnes,NR,Deshi,1822,1923,1919,Rs/Quintal
Rajnagar,20.8,Tonnes,NR,Deshi,1300,1500,1400,Rs/Quintal
Rewa,0.2,Tonnes,NR,Other,1699,1699,1699,Rs/Quintal
Tikamgarh,4,Tonnes,NR,Other,1655,1655,1655,Rs/Quintal
Rajasthan,,,,,,,,
Anoopgarh,0.7,Tonnes,NR,Other,1700,1700,1700,Rs/Quintal
Bharatpur,7.8,Tonnes,NR,Other,1740,1771,1756,Rs/Quintal
Dausa,0.1,Tonnes,NR,Other,1750,1750,1750,Rs/Quintal
Deoli,0.2,Tonnes,NR,Other,1890,1937,1914,Rs/Quintal
Gharsana,0.4,Tonnes,NR,Other,1740,1740,1740,Rs/Quintal
Nimbahera,1.8,Tonnes,NR,Other,1890,1900,1895,Rs/Quintal
Raisingh Nagar,0.4,Tonnes,NR,Other,1721,1721,1721,Rs/Quintal
Sri Vijayanagar,0.2,Tonnes,NR,Other,1630,1630,1630,Rs/Quintal
Sriganganagar,0.4,Tonnes,NR,Other,1771,1771,1771,Rs/Quintal
Vijay Nagar(Gulabpura),1,Tonnes,NR,Other,1885,1911,1900,Rs/Quintal
Uttar Pradesh,,,,,,,,
Achnera,0.5,Tonnes,NR,Dara,1600,1700,1650,Rs/Quintal
Agra,20,Tonnes,NR,Dara,1770,1800,1790,Rs/Quintal
Aligarh,20,Tonnes,NR,Dara,1750,1790,1770,Rs/Quintal
Allahabad,4,Tonnes,NR,Dara,1600,1700,1645,Rs/Quintal
Azamgarh,1.8,Tonnes,NR,Dara,1650,1750,1700,Rs/Quintal
Ballia,3.5,Tonnes,NR,Dara,1400,1500,1440,Rs/Quintal
Barhaj,4,Tonnes,NR,Dara,1660,1680,1670,Rs/Quintal
Choubepur,1.8,Tonnes,NR,Dara,1750,1800,1775,Rs/Quintal
Etawah,2.5,Tonnes,NR,Dara,1730,1830,1780,Rs/Quintal
Faizabad,1,Tonnes,NR,Dara,1675,1700,1685,Rs/Quintal
Fatehabad,17,Tonnes,NR,Dara,1600,1650,1620,Rs/Quintal
Fatehpur Sikri,0.5,Tonnes,NR,Dara,1600,1650,1620,Rs/Quintal
Gazipur,2.4,Tonnes,NR,Dara,1650,1690,1670,Rs/Quintal
Gorakhpur,6,Tonnes,NR,Dara,1600,1675,1635,Rs/Quintal
Hardoi,4,Tonnes,NR,Dara,1710,1730,1720,Rs/Quintal
Jagnair,2,Tonnes,NR,Dara,1550,1650,1600,Rs/Quintal
Jalaun,0.7,Tonnes,NR,Dara,1900,1950,1922,Rs/Quintal
Jangipura,17,Tonnes,NR,Dara,1630,1670,1650,Rs/Quintal
Jarar,2,Tonnes,NR,Dara,1700,1740,1720,Rs/Quintal
Jhansi,9.5,Tonnes,NR,Dara,1350,1550,1450,Rs/Quintal
Jhijhank,0.4,Tonnes,NR,Other,1210,1410,1310,Rs/Quintal
Kadaura,7.6,Tonnes,NR,Dara,1500,1550,1525,Rs/Quintal
Kanpur(Grain),80,Tonnes,NR,Dara,1750,1825,1800,Rs/Quintal
Karvi,1.2,Tonnes,NR,Dara,1625,1665,1655,Rs/Quintal
Kasganj,2,Tonnes,NR,Dara,1680,1740,1720,Rs/Quintal
Khairagarh,2.5,Tonnes,NR,Deshi,1600,1700,1650,Rs/Quintal
Kopaganj,2.8,Tonnes,NR,Dara,1625,1725,1680,Rs/Quintal
Lalitpur,20,Tonnes,NR,Dara,1700,1750,1725,Rs/Quintal
Lucknow,37,Tonnes,NR,Dara,1400,1450,1425,Rs/Quintal
Mahoba,7.8,Tonnes,NR,Dara,1650,1685,1670,Rs/Quintal
Mau,2.8,Tonnes,NR,Dara,1625,1725,1680,Rs/Quintal
Mauranipur,2.2,Tonnes,NR,Dara,1550,1650,1600,Rs/Quintal
Meerut,2,Tonnes,NR,Dara,1700,1825,1760,Rs/Quintal
Mehrauni,8.5,Tonnes,NR,Dara,1530,1620,1590,Rs/Quintal
Muskara,1.8,Tonnes,NR,Dara,1650,1750,1700,Rs/Quintal
Muzzafarnagar,2,Tonnes,NR,Dara,1430,1760,1750,Rs/Quintal
Saharanpur,6.5,Tonnes,NR,Dara,1720,1760,1745,Rs/Quintal
Samsabad,5,Tonnes,NR,Dara,1675,1725,1700,Rs/Quintal
Sehjanwa,0.8,Tonnes,NR,Dara,1580,1620,1600,Rs/Quintal
Varanasi(Grain),12,Tonnes,NR,Dara,1635,1690,1665,Rs/Quintal
Beaten Rice,,,,,,,,
Assam,,,,,,,,
Dhing,40,Tonnes,NR,Beaten Rice,2670,2800,2700,Rs/Quintal
P.O. Uparhali Guwahati,23.5,Tonnes,NR,Beaten Rice,2500,3300,2900,Rs/Quintal
Foxtail Millet(Navane),,,,,,,,
Karnataka,,,,,,,,
Bangalore,4,Tonnes,NR,Other,2800,3200,3000,Rs/Quintal
Bellary,4.1,Tonnes,NR,Navane Hybrid,1178,3081,2907,Rs/Quintal
Gadag,1,Tonnes,NR,Other,2551,2551,2551,Rs/Quintal
Kustagi,NR,Tonnes,NR,Navane Hybrid,2725,2725,2725,Rs/Quintal
Sira,12,Tonnes,NR,Other,2000,2000,2000,Rs/Quintal
Madhya Pradesh,,,,,,,,
Shahpura,6,Tonnes,NR,Navane Hybrid,1800,2000,1900,Rs/Quintal
Hybrid Cumbu,,,,,,,,
Tamil Nadu,,,,,,,,
Manalurpet,0.3,Tonnes,NR,Other,1796,1796,1796,Rs/Quintal
Thirukovilur,10,Tonnes,NR,Other,1911,2036,1973,Rs/Quintal
Vikkiravandi,2,Tonnes,NR,Other,1721,1833,1813,Rs/Quintal
Jowar(Sorghum),,,,,,,,
Andhra Pradesh,,,,,,,,
Allagadda,NR,Tonnes,NR,Jowar ( White),1800,2430,1950,Rs/Quintal
Alur,0.01,Tonnes,NR,Jowar ( White),2100,2200,2150,Rs/Quintal
Banaganapalli,1,Tonnes,NR,Jowar ( White),1800,2000,1900,Rs/Quintal
Koilkunta,NR,Tonnes,NR,Jowar ( White),2000,2200,2100,Rs/Quintal
Gujarat,,,,,,,,
Botad,0.5,Tonnes,NR,Other,3305,3600,3455,Rs/Quintal
Dhanera,0.05,Tonnes,NR,Other,2805,2805,2805,Rs/Quintal
Jambusar,0.1,Tonnes,NR,Other,1800,2200,2000,Rs/Quintal
Jambusar(Kaavi),1,Tonnes,NR,Other,1900,2300,2100,Rs/Quintal
Mangrol,3.2,Tonnes,NR,Jowar ( White),2500,3250,3000,Rs/Quintal
Morbi,0.1,Tonnes,NR,Jowar ( White),2500,2500,2500,Rs/Quintal
Palanpur,5,Tonnes,NR,Other,3000,4500,3750,Rs/Quintal
Patan,1,Tonnes,NR,Other,2255,4455,3400,Rs/Quintal
Rajkot,4.5,Tonnes,NR,Jowar ( White),3025,3450,3225,Rs/Quintal
Rajula,0.5,Tonnes,NR,Local,2450,4105,3278,Rs/Quintal
Rapar,1.2,Tonnes,NR,Jowar ( White),2920,3260,3090,Rs/Quintal
Savarkundla,0.4,Tonnes,NR,Jowar ( White),1850,2250,2050,Rs/Quintal
Siddhpur,0.67,Tonnes,NR,Jowar ( White),4040,4250,4145,Rs/Quintal
Vyra,0.3,Tonnes,NR,Jowar ( White),2750,2800,2775,Rs/Quintal
Karnataka,,,,,,,,
Bangalore,18,Tonnes,NR,Jowar ( White),2200,2600,2400,Rs/Quintal
Belgaum,1,Tonnes,NR,Jowar ( White),2300,2750,2500,Rs/Quintal
Bellary,2.3,Tonnes,NR,Annigeri,1040,2412,1851,Rs/Quintal
,,,NR,Jowar Hybrid,1040,2412,1851,Rs/Quintal
Bidar,17,Tonnes,NR,Jowar ( White),3000,4100,3800,Rs/Quintal
Dharwar,8,Tonnes,NR,Jowar ( White),2600,3000,2800,Rs/Quintal
Gadag,13,Tonnes,NR,Jowar ( White),1411,2393,1600,Rs/Quintal
Gulbarga,26,Tonnes,NR,Jowar ( White),2475,3316,3125,Rs/Quintal
Hubli (Amaragol),2,Tonnes,NR,Jowar ( White),2151,3303,2251,Rs/Quintal
Laxmeshwar,NR,Tonnes,NR,Jowar ( White),1060,1665,1430,Rs/Quintal
Manvi,8,Tonnes,NR,Other,1950,1950,1950,Rs/Quintal
Sira,1,Tonnes,NR,Jowar ( White),2000,2000,2000,Rs/Quintal
Madhya Pradesh,,,,,,,,
Burhanpur,6,Tonnes,NR,Jowar Hybrid,1300,1763,1670,Rs/Quintal
Ganjbasoda,20.9,Tonnes,NR,Jowar ( White),1901,3661,3520,Rs/Quintal
Guna,10.3,Tonnes,NR,Other,2100,3975,2755,Rs/Quintal
Khandwa,24.7,Tonnes,NR,Other,1811,1825,1818,Rs/Quintal
Khargone,0.9,Tonnes,NR,Other,1485,1720,1720,Rs/Quintal
Lahar,6.8,Tonnes,NR,Other,1560,2776,1595,Rs/Quintal
Lashkar,24.9,Tonnes,NR,Jowar ( White),1582,1705,1650,Rs/Quintal
,,,NR,Other,2560,3924,3270,Rs/Quintal
Mow,2.2,Tonnes,NR,Jowar ( White),1500,1500,1500,Rs/Quintal
Neemuch,0.4,Tonnes,NR,Jowar ( White),1501,1501,1501,Rs/Quintal
Sevda,2.5,Tonnes,NR,Yellow,1481,1547,1500,Rs/Quintal
Maharashtra,,,,,,,,
Ahmedpur,2,Tonnes,NR,Other,1500,1915,1700,Rs/Quintal
Akola,4,Tonnes,NR,Other,1375,1900,1811,Rs/Quintal
Amarawati,NR,Tonnes,NR,Other,2100,2500,2300,Rs/Quintal
Ambad (Vadigodri),NR,Tonnes,NR,Other,2000,2700,2400,Rs/Quintal
Ambejaogai,NR,Tonnes,NR,Jowar (Yellow),4600,4600,4600,Rs/Quintal
Aurangabad,NR,Tonnes,NR,Other,2400,2500,2450,Rs/Quintal
Barshi,10,Tonnes,NR,Other,2500,3800,3200,Rs/Quintal
Beed,1,Tonnes,NR,Other,1770,2710,2590,Rs/Quintal
Bhokar,1,Tonnes,NR,Other,1305,1800,1550,Rs/Quintal
Bhusaval,NR,Tonnes,NR,Other,1650,1650,1650,Rs/Quintal
Chakur,NR,Tonnes,NR,Other,2499,3118,2499,Rs/Quintal
Chalisgaon,4,Tonnes,NR,Jowar ( White),1350,1710,1600,Rs/Quintal
Deoulgaon Raja,1,Tonnes,NR,Other,2200,2500,2400,Rs/Quintal
Dhadgaon,19,Tonnes,NR,Other,1600,1700,1650,Rs/Quintal
Dondaicha,NR,Tonnes,NR,Kesari,3152,3152,3152,Rs/Quintal
Gevrai,1,Tonnes,NR,Red,1800,2375,2000,Rs/Quintal
