"Commodity-wise, Market-wise Daily Report on : 27/01/2019 NR : Not Reported",,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Etah,180,Tonnes,NR,Hybrid,1700,1740,1710,Rs/Quintal
Fatehabad,18,Tonnes,NR,Deshi,1700,1850,1750,Rs/Quintal
Ganjdudwara,18,Tonnes,NR,Local,1470,1520,1500,Rs/Quintal
Jangipura,6,Tonnes,NR,Deshi,1540,1600,1570,Rs/Quintal
Jarar,30,Tonnes,NR,Deshi,1800,1900,1850,Rs/Quintal
Jhijhank,0.3,Tonnes,NR,Other,1750,1950,1850,Rs/Quintal
Kasganj,90,Tonnes,NR,Hybrid,1700,1740,1720,Rs/Quintal
Khair,15,Tonnes,NR,Hybrid,1600,1700,1640,Rs/Quintal
Khairagarh,13,Tonnes,NR,Deshi,1650,1750,1700,Rs/Quintal
Kishunpur,35,Tonnes,NR,Deshi,1300,1500,1400,Rs/Quintal
Rura,22,Tonnes,NR,Deshi,1300,1400,1350,Rs/Quintal
Samsabad,1,Tonnes,NR,Hybrid,1590,1700,1650,Rs/Quintal
Shahaswan,2,Tonnes,NR,Other,1640,1660,1650,Rs/Quintal
Shikohabad,35,Tonnes,NR,Hybrid,1740,1765,1750,Rs/Quintal
Sikandraraau,15,Tonnes,NR,Deshi,1065,1285,1110,Rs/Quintal
Sindholi,1,Tonnes,NR,Deshi,1200,1400,1300,Rs/Quintal
Ujhani,16,Tonnes,NR,Hybrid,1800,1850,1820,Rs/Quintal
Varipaal,5.8,Tonnes,NR,Deshi,1400,1500,1440,Rs/Quintal
Barley (Jau),,,,,,,,
Madhya Pradesh,,,,,,,,
Nagod,2,Tonnes,NR,Deshi,1650,1675,1650,Rs/Quintal
Rajasthan,,,,,,,,
Bandikui,0.6,Tonnes,NR,Other,1800,2025,1913,Rs/Quintal
Uttar Pradesh,,,,,,,,
Achnera,1.5,Tonnes,NR,Dara,1650,1750,1700,Rs/Quintal
Faizabad,1.2,Tonnes,NR,Dara,1710,1735,1720,Rs/Quintal
Fatehabad,7,Tonnes,NR,Dara,1600,1700,1650,Rs/Quintal
Jangipura,14,Tonnes,NR,Dara,1610,1650,1630,Rs/Quintal
Jhansi,11,Tonnes,NR,Dara,1400,1580,1485,Rs/Quintal
Jhijhank,0.4,Tonnes,NR,Other,1210,1410,1310,Rs/Quintal
Karvi,0.8,Tonnes,NR,Dara,1725,1770,1750,Rs/Quintal
Kasganj,2,Tonnes,NR,Dara,1740,1780,1750,Rs/Quintal
Khairagarh,1.5,Tonnes,NR,Deshi,1650,1750,1700,Rs/Quintal
Mahoba,2.1,Tonnes,NR,Dara,1600,1670,1650,Rs/Quintal
Mauranipur,1,Tonnes,NR,Dara,1600,1680,1650,Rs/Quintal
Mehrauni,6,Tonnes,NR,Dara,1520,1610,1560,Rs/Quintal
Muskara,1.2,Tonnes,NR,Dara,1625,1725,1680,Rs/Quintal
Raath,4,Tonnes,NR,Dara,1850,1900,1875,Rs/Quintal
Rura,4,Tonnes,NR,Dara,1300,1400,1350,Rs/Quintal
Samsabad,4,Tonnes,NR,Dara,1725,1760,1750,Rs/Quintal
Sehjanwa,1,Tonnes,NR,Dara,1500,1600,1580,Rs/Quintal
Shikohabad,1,Tonnes,NR,Dara,2000,2050,2030,Rs/Quintal
Beaten Rice,,,,,,,,
Assam,,,,,,,,
Dhing,30,Tonnes,NR,Beaten Rice,2650,2850,2700,Rs/Quintal
P.O. Uparhali Guwahati,22,Tonnes,NR,Beaten Rice,2500,3300,2900,Rs/Quintal
Foxtail Millet(Navane),,,,,,,,
Madhya Pradesh,,,,,,,,
Shahpura,18,Tonnes,NR,Navane Hybrid,1800,2000,1900,Rs/Quintal
Jowar(Sorghum),,,,,,,,
Andhra Pradesh,,,,,,,,
Allagadda,NR,Tonnes,NR,Jowar ( White),1950,2430,2100,Rs/Quintal
Alur,0.01,Tonnes,NR,Jowar ( White),2450,2450,2450,Rs/Quintal
Banaganapalli,1,Tonnes,NR,Jowar ( White),1700,1850,1800,Rs/Quintal
Koilkunta,NR,Tonnes,NR,Jowar ( White),1600,1800,1700,Rs/Quintal
Gujarat,,,,,,,,
Jambusar,0.1,Tonnes,NR,Other,1800,2200,2000,Rs/Quintal
Jambusar(Kaavi),1,Tonnes,NR,Other,1700,2300,2000,Rs/Quintal
Mandvi,0.02,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
S.Mandvi,0.02,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Karnataka,,,,,,,,
Athani,20,Tonnes,NR,Jowar Hybrid,1500,1500,1500,Rs/Quintal
Belgaum,2,Tonnes,NR,Jowar ( White),2000,2750,2400,Rs/Quintal
Ramdurga,2,Tonnes,NR,Hybrid,1700,2000,1900,Rs/Quintal
,,,NR,Local,2200,2800,2650,Rs/Quintal
Madhya Pradesh,,,,,,,,
Lashkar,0.2,Tonnes,NR,Jowar ( White),1770,1770,1770,Rs/Quintal
Maharashtra,,,,,,,,
Ausa,1,Tonnes,NR,Jowar ( White),2351,3012,2685,Rs/Quintal
,,,NR,Jowar (Yellow),4111,4111,4111,Rs/Quintal
,,,NR,Other,1400,1400,1400,Rs/Quintal
Balapur,2,Tonnes,NR,Other,1800,2000,1900,Rs/Quintal
Chandur Bazar,2,Tonnes,NR,Other,1600,1900,1728,Rs/Quintal
Dound,NR,Tonnes,NR,Jowar ( White),2500,2500,2500,Rs/Quintal
Paithan,1,Tonnes,NR,Red,2071,2336,2186,Rs/Quintal
Shevgaon,2,Tonnes,NR,Other,2300,2500,2500,Rs/Quintal
Tamil Nadu,,,,,,,,
Usilampatty,NR,Tonnes,NR,Local,3050,3850,3425,Rs/Quintal
Uttar Pradesh,,,,,,,,
Bharuasumerpur,20,Tonnes,NR,Jowar ( White),2300,3150,2800,Rs/Quintal
Rura,12,Tonnes,NR,Annigeri,1300,1400,1350,Rs/Quintal
Varipaal,9.5,Tonnes,NR,Jowar ( White),2400,2800,2600,Rs/Quintal
Kodo Millet(Varagu),,,,,,,,
Madhya Pradesh,,,,,,,,
Budhar,2.3,Tonnes,NR,Other,1700,1700,1700,Rs/Quintal
Maize,,,,,,,,
Andhra Pradesh,,,,,,,,
Alur,0.01,Tonnes,NR,Local,1700,1700,1700,Rs/Quintal
Atmakur,0.01,Tonnes,NR,Hybrid/Local,1700,1700,1700,Rs/Quintal
Chintalapudi,1,Tonnes,NR,Deshi Red,1600,1700,1650,Rs/Quintal
Nandikotkur,NR,Tonnes,NR,Hybrid,1700,1700,1700,Rs/Quintal
Assam,,,,,,,,
Dhing,15,Tonnes,NR,Local,1650,1750,1700,Rs/Quintal
,,,NR,Medium,1300,1550,1400,Rs/Quintal
Chattisgarh,,,,,,,,
Boraee,201.5,Tonnes,NR,Medium,1600,1950,1800,Rs/Quintal
Gamhari,34,Tonnes,NR,Other,1600,1700,1650,Rs/Quintal
Gariyaband,16,Tonnes,NR,Local,1450,1450,1450,Rs/Quintal
Gattasilli,122.8,Tonnes,NR,Medium,1300,1400,1300,Rs/Quintal
Kondagoan,65,Tonnes,NR,Local,1400,1700,1600,Rs/Quintal
Nagari,2,Tonnes,NR,Medium,1600,1600,1600,Rs/Quintal
Narayanpur,27,Tonnes,NR,Medium,1500,1600,1550,Rs/Quintal
Pharasgaon,24,Tonnes,NR,Local,1400,1600,1500,Rs/Quintal
Gujarat,,,,,,,,
Jambusar,0.1,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Jambusar(Kaavi),1,Tonnes,NR,Other,1450,1650,1550,Rs/Quintal
Jharkhand,,,,,,,,
Pakur,0.3,Tonnes,NR,Other,1700,1800,1750,Rs/Quintal
Karnataka,,,,,,,,
H.B. Halli,99,Tonnes,NR,Hybrid/Local,1500,1850,1800,Rs/Quintal
Kustagi,40,Tonnes,NR,Hybrid/Local,1815,1815,1815,Rs/Quintal
Piriya Pattana,140,Tonnes,NR,Hybrid/Local,1100,1800,1500,Rs/Quintal
Shiggauv,143,Tonnes,NR,Hybrid/Local,1500,1928,1714,Rs/Quintal
Soundati,57,Tonnes,NR,Local,1900,1920,1910,Rs/Quintal
Madhya Pradesh,,,,,,,,
Badwaha,11.89,Tonnes,NR,Yellow,1795,1905,1795,Rs/Quintal
Badwani,21.9,Tonnes,NR,Deshi Red,1900,1900,1900,Rs/Quintal
Bhikangaon,28.3,Tonnes,NR,Other,1600,1840,1800,Rs/Quintal
Dindori,2.02,Tonnes,NR,Local,1701,1701,1701,Rs/Quintal
Khargone,2,Tonnes,NR,Other,1595,1700,1675,Rs/Quintal
Khilchipur,2.4,Tonnes,NR,Other,1857,1894,1890,Rs/Quintal
Kukshi,2.92,Tonnes,NR,Hybrid,1600,1600,1600,Rs/Quintal
Kurawar,0.1,Tonnes,NR,Other,1400,1500,1450,Rs/Quintal
Shahpura,4.8,Tonnes,NR,Other,1200,1350,1300,Rs/Quintal
Maharashtra,,,,,,,,
Buldhana,40,Tonnes,NR,Yellow,1650,1825,1800,Rs/Quintal
Kannad,22,Tonnes,NR,Yellow,1650,1750,1700,Rs/Quintal
Sillod,5,Tonnes,NR,Yellow,1700,1800,1800,Rs/Quintal
Sinner,1,Tonnes,NR,Other,1700,1871,1750,Rs/Quintal
Odisha,,,,,,,,
Jeypore,160,Tonnes,NR,Other,1700,1700,1700,Rs/Quintal
Nabarangpur(Umerkote),7.01,Tonnes,NR,Hybrid/Local,1450,1450,1450,Rs/Quintal
Nawarangpur,351.27,Tonnes,NR,Hybrid/Local,1400,1400,1400,Rs/Quintal
Tamil Nadu,,,,,,,,
Madathukulam,NR,Tonnes,NR,Other,1725,1780,1750,Rs/Quintal
Pethappampatti,0.01,Tonnes,NR,Yellow,1800,1900,1850,Rs/Quintal
Udumalpet,NR,Tonnes,NR,Hybrid Red (Cattle Feed),1845,1980,1920,Rs/Quintal
Telangana,,,,,,,,
Charla,105,Tonnes,NR,Other,1600,1700,1650,Rs/Quintal
Huzzurabad,1,Tonnes,NR,Deshi Red,1700,1700,1700,Rs/Quintal
Pargi,NR,Tonnes,NR,Local,1800,1800,1800,Rs/Quintal
Yellareddy,100,Tonnes,NR,Medium,1700,1700,1700,Rs/Quintal
Uttar Pradesh,,,,,,,,
Ajuha,2,Tonnes,NR,Yellow,1470,1510,1490,Rs/Quintal
Aliganj,11,Tonnes,NR,Hybrid,1700,1800,1750,Rs/Quintal
Atrauli,28,Tonnes,NR,Hybrid,1680,1700,1690,Rs/Quintal
Bangarmau,35,Tonnes,NR,Yellow,1725,1775,1750,Rs/Quintal
Bijnaur,0.5,Tonnes,NR,Deshi White,1710,1820,1765,Rs/Quintal
Bilsi,31,Tonnes,NR,Hybrid,1600,1700,1650,Rs/Quintal
Chhibramau(Kannuj),5,Tonnes,NR,Yellow,1700,1720,1710,Rs/Quintal
Divai,2,Tonnes,NR,Hybrid,1480,1500,1490,Rs/Quintal
Etah,30,Tonnes,NR,Hybrid,1860,1960,1910,Rs/Quintal
Faizabad,7,Tonnes,NR,Yellow,1690,1720,1700,Rs/Quintal
Ganjdudwara,22,Tonnes,NR,Hybrid,1600,1650,1630,Rs/Quintal
Jahangirabad,1,Tonnes,NR,Yellow,1650,1740,1700,Rs/Quintal
Jhijhank,0.3,Tonnes,NR,Yellow,1500,1700,1600,Rs/Quintal
Kamlaganj,32.9,Tonnes,NR,Yellow,1500,1550,1530,Rs/Quintal
Kannauj,34,Tonnes,NR,Yellow,1650,1750,1720,Rs/Quintal
Kasganj,40,Tonnes,NR,Hybrid,1750,1980,1920,Rs/Quintal
Lakhimpur,3.5,Tonnes,NR,Yellow,1450,1500,1460,Rs/Quintal
Madhoganj,91.5,Tonnes,NR,Hybrid/Local,1800,1900,1850,Rs/Quintal
Mihipurwa,21,Tonnes,NR,Yellow,1400,1450,1425,Rs/Quintal
Muradabad,2.1,Tonnes,NR,Yellow,1775,1825,1800,Rs/Quintal
Nawabganj,2.31,Tonnes,NR,Yellow,1500,NR,1550,Rs/Quintal
Pukhrayan,8,Tonnes,NR,Yellow,1700,1800,1735,Rs/Quintal
Risia,25,Tonnes,NR,Yellow,1410,1450,1430,Rs/Quintal
Rura,7,Tonnes,NR,Hybrid Yellow (Cattle Feed),1400,1500,1450,Rs/Quintal
Shikohabad,2.5,Tonnes,NR,Hybrid,1820,1900,1850,Rs/Quintal
Ujhani,20,Tonnes,NR,Hybrid/Local,1900,2000,1960,Rs/Quintal
Paddy(Dhan)(Basmati),,,,,,,,
Haryana,,,,,,,,
Jullana,245,Tonnes,NR,1121,3201,3491,3451,Rs/Quintal
"New Grain Market , Sonipat",4,Tonnes,NR,Basmati 1509,3451,3481,3451,Rs/Quintal
Madhya Pradesh,,,,,,,,
Alampur,5,Tonnes,NR,1121,2700,3070,2900,Rs/Quintal
Telangana,,,,,,,,
Chandur,1,Tonnes,NR,1121,1750,1750,1750,Rs/Quintal
Uttar Pradesh,,,,,,,,
Anoop Shahar,111.6,Tonnes,NR,1121,1954,2960,2175,Rs/Quintal
Banda,460,Tonnes,NR,1121,3050,3200,3150,Rs/Quintal
Dadri,120,Tonnes,NR,1121,3170,3300,3240,Rs/Quintal
Jahanabad,174,Tonnes,NR,1121,1720,1810,1780,Rs/Quintal
Jahangirabad,220,Tonnes,NR,1121,3300,3371,3325,Rs/Quintal
,,,NR,Basmati 1509,3100,3350,3125,Rs/Quintal
,,,NR,Sugandha,2425,2501,2450,Rs/Quintal
Jalaun,3.7,Tonnes,NR,Basmati 1509,2960,3060,3000,Rs/Quintal
Kasganj,6,Tonnes,NR,Sugandha,2200,2480,2410,Rs/Quintal
Khair,150,Tonnes,NR,Basmati 1509,2850,3000,2900,Rs/Quintal
,,,NR,Sugandha,2300,2450,2350,Rs/Quintal
Moth,50,Tonnes,NR,1121,3000,3200,3100,Rs/Quintal
Nakud,0.2,Tonnes,NR,Basumathi,1800,2400,2300,Rs/Quintal
Purwa,17,Tonnes,NR,Basumathi,3425,3475,3450,Rs/Quintal
Raath,22,Tonnes,NR,1121,3000,3100,3050,Rs/Quintal
,,,NR,Basmati 1509,2700,2800,2750,Rs/Quintal
Rura,120,Tonnes,NR,1121,1770,1800,1775,Rs/Quintal
Sikandraraau,15,Tonnes,NR,1121,3025,3215,3090,Rs/Quintal
,,,NR,Basmati 1509,2310,2450,2345,Rs/Quintal
,,,NR,Sugandha,2140,2265,2215,Rs/Quintal
Paddy(Dhan)(Common),,,,,,,,
Andhra Pradesh,,,,,,,,
Allagadda,NR,Tonnes,NR,Sona,1850,2000,1900,Rs/Quintal
Atmakur,0.01,Tonnes,NR,Sona Mahsuri,1750,1750,1750,Rs/Quintal
Attili,1,Tonnes,NR,Paddy,1750,1770,1760,Rs/Quintal
Banaganapalli,1,Tonnes,NR,Sona Mahsuri,1800,2000,1900,Rs/Quintal
Bhimavaram,0.1,Tonnes,NR,1001,1700,1750,1750,Rs/Quintal
Chintalapudi,1,Tonnes,NR,1001,1650,1750,1700,Rs/Quintal
Koilkunta,NR,Tonnes,NR,B P T,1700,1750,1750,Rs/Quintal
Kovvur,1,Tonnes,NR,MTU-1010,1750,1770,1760,Rs/Quintal
Nandyal,1,Tonnes,NR,Sona Mahsuri,1800,1900,1850,Rs/Quintal
Narsapuram,0.1,Tonnes,NR,MTU-1010,1600,1700,1650,Rs/Quintal
Palakole,1,Tonnes,NR,MTU-1010,1760,1800,1770,Rs/Quintal
,,,NR,Swarna Masuri (OLD),1800,1870,1850,Rs/Quintal
Tanuku,1,Tonnes,NR,MTU-1010,1700,1770,1750,Rs/Quintal
Assam,,,,,,,,
Dhing,125,Tonnes,NR,Paddy,1250,1420,1350,Rs/Quintal
,,,NR,Paddy fine,1600,1770,1750,Rs/Quintal
,,,NR,Paddy Medium,1300,1550,1450,Rs/Quintal
Chattisgarh,,,,,,,,
Amoda,2.1,Tonnes,NR,Paddy fine,1400,1500,1450,Rs/Quintal
Arang,1,Tonnes,NR,Paddy Medium,1500,1500,1500,Rs/Quintal
Bardewri,1.6,Tonnes,NR,Paddy fine,1400,1500,1450,Rs/Quintal
Basana,80,Tonnes,NR,MTU-1001,1470,1500,1480,Rs/Quintal
Belargaon,37.2,Tonnes,NR,I.R. 36,1400,1450,1400,Rs/Quintal
Bhanupratappur,4.6,Tonnes,NR,Common,1500,1500,1500,Rs/Quintal
Bharamgarh,100,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Bhavarpur,7.2,Tonnes,NR,MTU-1010,1530,1530,1530,Rs/Quintal
Bhopalpattnam,109.6,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Bijapur,100,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Boraee,91.8,Tonnes,NR,I.R. 36,1400,1450,1400,Rs/Quintal
Charama,30,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Devbhog,18,Tonnes,NR,I.R. 64,1500,1500,1500,Rs/Quintal
Dudhawa,1.2,Tonnes,NR,Paddy fine,1400,1500,1450,Rs/Quintal
Gamhari,119.5,Tonnes,NR,Paddy Coarse,1300,1400,1350,Rs/Quintal
,,,NR,Paddy fine,1500,1550,1520,Rs/Quintal
Gharghoda,1548.4,Tonnes,NR,Paddy Coarse,1750,1750,1750,Rs/Quintal
Gidam,1,Tonnes,NR,Paddy Medium,1500,1600,1550,Rs/Quintal
Kanker,3.1,Tonnes,NR,Paddy fine,1400,1500,1450,Rs/Quintal
Katghora,27.7,Tonnes,NR,Paddy,1750,1750,1750,Rs/Quintal
,,,NR,Paddy fine,1770,1770,1770,Rs/Quintal
Kawardha,48,Tonnes,NR,Swarna Masuri (New),1500,1600,1550,Rs/Quintal
Korar,8,Tonnes,NR,Common,1550,1550,1550,Rs/Quintal
Lakhanpuri,30,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Nagari,60.4,Tonnes,NR,I.R. 36,1400,1530,1510,Rs/Quintal
Narayanpur,567.8,Tonnes,NR,Other,1300,1400,1350,Rs/Quintal
,,,NR,Paddy Coarse,1750,1750,1750,Rs/Quintal
,,,NR,Paddy fine,1770,1770,1770,Rs/Quintal
Narharpur,30,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Pharasgaon,29.6,Tonnes,NR,Paddy Coarse,1450,1550,1500,Rs/Quintal
Pipriya,20,Tonnes,NR,Sona Mahsuri,1500,1600,1550,Rs/Quintal
Pratappur,0.4,Tonnes,NR,I.R. 36,1770,1770,1770,Rs/Quintal
Rajim,1,Tonnes,NR,Swarna Masuri (New),1510,1585,1552,Rs/Quintal
Sambalpur,12,Tonnes,NR,Common,1500,1550,1525,Rs/Quintal
Sarona,8.9,Tonnes,NR,Paddy fine,1400,1500,1450,Rs/Quintal
Gujarat,,,,,,,,
Davgadbaria(Piplod),6.8,Tonnes,NR,Common,1350,1370,1360,Rs/Quintal
Devgadhbaria,7.8,Tonnes,NR,Common,1360,1380,1370,Rs/Quintal
Gogamba,3.3,Tonnes,NR,G. R. 11,1570,1600,1590,Rs/Quintal
Mandvi,0.98,Tonnes,NR,Other,1450,1500,1475,Rs/Quintal
S.Mandvi,0.98,Tonnes,NR,Other,1450,1500,1475,Rs/Quintal
Songadh(Umrada),1.8,Tonnes,NR,Paddy,1565,1689,1637,Rs/Quintal
Haryana,,,,,,,,
"New Grain Market , Panchkula",1,Tonnes,NR,Other,1770,1800,1771,Rs/Quintal
Jharkhand,,,,,,,,
Khunti,NR,Tonnes,NR,Paddy Coarse,1750,1770,1760,Rs/Quintal
,,,NR,Paddy Medium,1750,1850,1800,Rs/Quintal
Pakur,0.8,Tonnes,NR,Paddy Coarse,1750,1850,1800,Rs/Quintal
Karnataka,,,,,,,,
Athani,9,Tonnes,NR,Paddy,1250,1650,1450,Rs/Quintal
Haliyala,92,Tonnes,NR,Paddy Medium,1700,1850,1750,Rs/Quintal
K.R.Nagar,466,Tonnes,NR,Paddy,1450,1660,1500,Rs/Quintal
Kollegal,84,Tonnes,NR,Paddy Medium,1550,1750,1650,Rs/Quintal
Shiggauv,18,Tonnes,NR,Paddy,1900,1900,1900,Rs/Quintal
Madhya Pradesh,,,,,,,,
Anuppur,20,Tonnes,NR,Other,1400,1400,1400,Rs/Quintal
Balaghat,6.36,Tonnes,NR,Common,1511,1780,1741,Rs/Quintal
Bareli,6989.95,Tonnes,NR,Other,2400,2581,2491,Rs/Quintal
Budhar,10,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Chaakghat,848,Tonnes,NR,Other,1760,1760,1760,Rs/Quintal
Katangi,0.84,Tonnes,NR,Common,1970,1970,1970,Rs/Quintal
Khairlangi,4.5,Tonnes,NR,Common,1750,1750,1750,Rs/Quintal
,,,NR,Other,1750,1750,1750,Rs/Quintal
Kotma,6,Tonnes,NR,Other,1750,1750,1750,Rs/Quintal
Lahar,3.5,Tonnes,NR,1001,3000,3000,3000,Rs/Quintal
Lashkar,16.3,Tonnes,NR,Common,1740,1770,1740,Rs/Quintal
Mandla,4.8,Tonnes,NR,930,1750,1750,1750,Rs/Quintal
Nagod,8.8,Tonnes,NR,Other,1350,1500,1480,Rs/Quintal
Praswada,250,Tonnes,NR,Common,1750,1850,1800,Rs/Quintal
Shahpura,5,Tonnes,NR,Other,1700,1750,1725,Rs/Quintal
Varaseoni,216.4,Tonnes,NR,Paddy fine,1750,2200,1900,Rs/Quintal
,,,NR,Paddy Medium,1350,1550,1450,Rs/Quintal
Maharashtra,,,,,,,,
Armori,6,Tonnes,NR,Other,2050,2100,2080,Rs/Quintal
Gondpimpri,16,Tonnes,NR,Other,1970,2050,2015,Rs/Quintal
Goregaon,15,Tonnes,NR,Other,1800,2200,2000,Rs/Quintal
Sindevahi,14,Tonnes,NR,Other,2100,2200,2100,Rs/Quintal
NCT of Delhi,,,,,,,,
Najafgarh,527.6,Tonnes,NR,Paddy,2800,3471,3135,Rs/Quintal
Narela,1984.8,Tonnes,NR,D.B.,2250,2650,2500,Rs/Quintal
,,,NR,Other,2600,3500,3300,Rs/Quintal
,,,NR,Paddy,1725,3500,3300,Rs/Quintal
,,,NR,Sarvati,1725,1980,1925,Rs/Quintal
Odisha,,,,,,,,
Anandapur,20,Tonnes,NR,Common,1750,1760,1750,Rs/Quintal
Attabira,146.02,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Bhadrak,128,Tonnes,NR,1001,1700,1750,1750,Rs/Quintal
Bhanjanagar,0.1,Tonnes,NR,Common,1750,1750,1750,Rs/Quintal
Bonai,300,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Jeypore,956.1,Tonnes,NR,Common,1750,1750,1750,Rs/Quintal
Karanjia,88.6,Tonnes,NR,Other,1550,1750,1750,Rs/Quintal
Kendrapara,42,Tonnes,NR,Paddy,1750,1770,1750,Rs/Quintal
Kendrapara(Marshaghai),42,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Kesinga,65,Tonnes,NR,Other,1750,NR,1770,Rs/Quintal
Khariar Road,140,Tonnes,NR,Paddy,1750,1750,1750,Rs/Quintal
Malkanagiri,102,Tonnes,NR,Other,1750,1750,1750,Rs/Quintal
Malkangiri(Korakunda),107,Tonnes,NR,Other,1750,1750,1750,Rs/Quintal
Nabarangpur(Umerkote),54.5,Tonnes,NR,Paddy Coarse,1750,1750,1750,Rs/Quintal
Nimapara,12,Tonnes,NR,Other,1650,1770,1750,Rs/Quintal
Pattamundai,36,Tonnes,NR,Paddy,1750,1770,1750,Rs/Quintal
Rayagada,83.37,Tonnes,NR,Common,1750,1770,1750,Rs/Quintal
Sahidngar,45,Tonnes,NR,1001,1700,1750,1750,Rs/Quintal
Tamil Nadu,,,,,,,,
Acharapakkam,0.05,Tonnes,NR,Ponni,1900,2100,2000,Rs/Quintal
