"Commodity-wise, Market-wise Daily Report on : 24/01/2019 NR : Not Reported",,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Khambhat(Grain Market),1.5,Tonnes,NR,Other,1880,1960,1930,Rs/Quintal
Lakhani,158.4,Tonnes,NR,Other,1950,1980,1960,Rs/Quintal
Mahuva(Station Road),0.8,Tonnes,NR,Hybrid,1885,2140,2000,Rs/Quintal
Mangrol,18,Tonnes,NR,Hybrid,1750,1900,1850,Rs/Quintal
Mehsana(Jornang),0.5,Tonnes,NR,Local,2060,2220,2150,Rs/Quintal
Palanpur,9,Tonnes,NR,Deshi,1910,1975,1942,Rs/Quintal
Patan,5.7,Tonnes,NR,Other,1925,2000,1965,Rs/Quintal
Rajkot,3.5,Tonnes,NR,Deshi,1475,1875,1700,Rs/Quintal
Savli,0.68,Tonnes,NR,Deshi,1700,1800,1750,Rs/Quintal
Siddhpur,7.13,Tonnes,NR,Deshi,1790,2040,1915,Rs/Quintal
Talod,11.6,Tonnes,NR,Other,1725,1940,1833,Rs/Quintal
Thara,12.7,Tonnes,NR,Other,1905,2010,1957,Rs/Quintal
Tharad,7.2,Tonnes,NR,Deshi,1930,2030,1980,Rs/Quintal
Tharad(Rah),0.6,Tonnes,NR,Deshi,1950,2025,1987,Rs/Quintal
Thasara,15,Tonnes,NR,Deshi,1500,1650,1575,Rs/Quintal
Thasara(Dokar),15,Tonnes,NR,Deshi,1500,1650,1575,Rs/Quintal
Umreth,4.1,Tonnes,NR,Deshi,1850,1900,1890,Rs/Quintal
Vadgam,2.9,Tonnes,NR,Hybrid,1800,1925,1862.5,Rs/Quintal
Vadodara,4.5,Tonnes,NR,Other,1850,1950,1950,Rs/Quintal
Visnagar,6.2,Tonnes,NR,Other,1855,2255,1945,Rs/Quintal
Karnataka,,,,,,,,
Badami,32,Tonnes,NR,Hybrid,1690,1715,1700,Rs/Quintal
Bagalakot,2,Tonnes,NR,Hybrid,1670,1750,1714,Rs/Quintal
Bangalore,12,Tonnes,NR,Hybrid,2000,2400,2200,Rs/Quintal
Basava Kalayana,1,Tonnes,NR,Local,1650,1871,1700,Rs/Quintal
Bellary,1,Tonnes,NR,Hybrid,1610,1610,1610,Rs/Quintal
Gangavathi,20,Tonnes,NR,Local,1700,1790,1780,Rs/Quintal
Gulbarga,10,Tonnes,NR,Local,1650,1975,1850,Rs/Quintal
H.B. Halli,3,Tonnes,NR,Hybrid,1730,1730,1730,Rs/Quintal
Hoovinahadagali,22,Tonnes,NR,Hybrid,1700,1700,1700,Rs/Quintal
Hungund,12,Tonnes,NR,Local,1600,1600,1600,Rs/Quintal
Koppal,5,Tonnes,NR,Hybrid,1768,1806,1803,Rs/Quintal
Kustagi,50,Tonnes,NR,Hybrid,1750,1750,1750,Rs/Quintal
Lingasugur,88,Tonnes,NR,Hybrid,1800,1900,1875,Rs/Quintal
Rona,20,Tonnes,NR,Hybrid,1761,1761,1761,Rs/Quintal
Madhya Pradesh,,,,,,,,
Barad,10,Tonnes,NR,Local,1550,1570,1560,Rs/Quintal
Kailaras,8.2,Tonnes,NR,Deshi,1760,1791,1775,Rs/Quintal
Lashkar,0.5,Tonnes,NR,Deshi,1689,1780,1689,Rs/Quintal
Morena,2.3,Tonnes,NR,Deshi,1778,1778,1778,Rs/Quintal
Maharashtra,,,,,,,,
Amalner,2,Tonnes,NR,Other,1800,2140,2140,Rs/Quintal
Amarawati,NR,Tonnes,NR,Other,1800,2000,1900,Rs/Quintal
Ambad (Vadigodri),1,Tonnes,NR,Other,1250,2500,1850,Rs/Quintal
Chalisgaon,3,Tonnes,NR,Other,1400,1920,1600,Rs/Quintal
Devala,1,Tonnes,NR,Other,1755,2040,1825,Rs/Quintal
Dondaicha,1,Tonnes,NR,Other,1400,1700,1650,Rs/Quintal
Dondaicha(Sindhkheda),NR,Tonnes,NR,Other,1250,1250,1250,Rs/Quintal
Dound,1,Tonnes,NR,Other,1700,2200,2000,Rs/Quintal
Gangapur,NR,Tonnes,NR,Other,2300,2300,2300,Rs/Quintal
Gevrai,1,Tonnes,NR,Other,1450,2139,1900,Rs/Quintal
Jalana,4,Tonnes,NR,Other,1600,2230,1966,Rs/Quintal
Kalvan,1,Tonnes,NR,Other,2051,2152,2051,Rs/Quintal
Kopargaon,NR,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Lasalgaon(Niphad),NR,Tonnes,NR,Other,1702,1702,1702,Rs/Quintal
Lasur Station,1,Tonnes,NR,Other,1575,1650,1625,Rs/Quintal
Lonand,2,Tonnes,NR,Other,1950,2200,2050,Rs/Quintal
Malegaon,5,Tonnes,NR,Other,1712,2100,1915,Rs/Quintal
Mumbai,38,Tonnes,NR,Other,1700,2500,2200,Rs/Quintal
Nandgaon,1,Tonnes,NR,Other,1751,2022,1890,Rs/Quintal
Nandurbar,2,Tonnes,NR,Other,1900,2035,1950,Rs/Quintal
Pachora,3,Tonnes,NR,Other,1800,1900,1851,Rs/Quintal
Paithan,NR,Tonnes,NR,Other,1900,1900,1900,Rs/Quintal
Rahuri(Vambori),NR,Tonnes,NR,Other,1700,2100,2100,Rs/Quintal
Sakri,NR,Tonnes,NR,Other,1800,2000,1900,Rs/Quintal
Satana,3,Tonnes,NR,Other,1583,2161,2161,Rs/Quintal
Shevgaon(Bodhegaon),1,Tonnes,NR,Other,1300,1300,1300,Rs/Quintal
Sinner,1,Tonnes,NR,Other,1800,1800,1800,Rs/Quintal
Umarga,NR,Tonnes,NR,Other,1560,1560,1560,Rs/Quintal
Vaijpur,1,Tonnes,NR,Other,1585,2052,1850,Rs/Quintal
Yeola,1,Tonnes,NR,Other,1641,2055,1773,Rs/Quintal
NCT of Delhi,,,,,,,,
Najafgarh,4,Tonnes,NR,Deshi,1720,1720,1720,Rs/Quintal
Rajasthan,,,,,,,,
Alwar,18.1,Tonnes,NR,Other,1700,1725,1715,Rs/Quintal
Anoopgarh,0.8,Tonnes,NR,Other,1736,1736,1736,Rs/Quintal
Bandikui,36.5,Tonnes,NR,Other,1640,1973,1807,Rs/Quintal
Bijay Nagar,0.5,Tonnes,NR,Other,1728,1753,1740,Rs/Quintal
Chaksu,31.3,Tonnes,NR,Other,1800,1962,1880,Rs/Quintal
Chirwa,1.5,Tonnes,NR,Other,1750,1750,1750,Rs/Quintal
Chomu,15.6,Tonnes,NR,Other,1700,1785,1740,Rs/Quintal
Degana,3.5,Tonnes,NR,Other,1750,1780,1770,Rs/Quintal
Deoli,1.4,Tonnes,NR,Other,1800,1840,1820,Rs/Quintal
Fatehpur,23,Tonnes,NR,Other,1700,1720,1710,Rs/Quintal
Gangapurcity(Old Lal mandi),3.5,Tonnes,NR,Other,1680,1735,1708,Rs/Quintal
Hindoun,79.1,Tonnes,NR,Other,1769,1921,1845,Rs/Quintal
Jodhpur (Grain)(Mandor),18,Tonnes,NR,Other,1600,1800,1700,Rs/Quintal
Khairthal,188.7,Tonnes,NR,Other,1700,1800,1750,Rs/Quintal
Khedh(Bodaramev),19.8,Tonnes,NR,Other,1820,1835,1822,Rs/Quintal
Kherli,28.1,Tonnes,NR,Other,1800,1915,1830,Rs/Quintal
Kishan Renwal(Fulera),3.3,Tonnes,NR,Other,1870,1870,1870,Rs/Quintal
Kishangarh Renwal,15.8,Tonnes,NR,Other,1700,1725,1712,Rs/Quintal
Kotputli,43.1,Tonnes,NR,Local,1700,1900,1800,Rs/Quintal
Kuchaman City,25.6,Tonnes,NR,Other,1750,1880,1850,Rs/Quintal
Lalsot,4,Tonnes,NR,Other,1811,1855,1821,Rs/Quintal
Lalsot(Mandabari),23.3,Tonnes,NR,Other,1651,1864,1757,Rs/Quintal
Madanganj Kishanganj,18.6,Tonnes,NR,Other,1400,1740,1570,Rs/Quintal
Mahua Mandabar(Mahua),11,Tonnes,NR,Other,1780,1870,1825,Rs/Quintal
Malpura,6.7,Tonnes,NR,Other,1775,1866,1830,Rs/Quintal
Nadwai,22.8,Tonnes,NR,Other,1800,1925,1900,Rs/Quintal
Nagar,1.8,Tonnes,NR,Other,1700,1800,1755,Rs/Quintal
Nawalgarh,2.3,Tonnes,NR,Other,1660,1700,1680,Rs/Quintal
Niwai,3.9,Tonnes,NR,Other,1450,1650,1550,Rs/Quintal
Nohar,25,Tonnes,NR,Bold,1200,1200,1200,Rs/Quintal
Sadulpur,1,Tonnes,NR,Local,1600,1650,1625,Rs/Quintal
Sawai Madhopur,4.9,Tonnes,NR,Other,1779,1825,1806,Rs/Quintal
Sikar,1,Tonnes,NR,Other,1775,1775,1775,Rs/Quintal
Sri Madhopur,60.6,Tonnes,NR,Other,1650,1811,1730,Rs/Quintal
Sri Vijayanagar,1.4,Tonnes,NR,Other,1800,1808,1804,Rs/Quintal
Surajgarh,7.5,Tonnes,NR,Other,1780,1780,1780,Rs/Quintal
Tonk,1.2,Tonnes,NR,Deshi,1730,1855,1792,Rs/Quintal
Tamil Nadu,,,,,,,,
Theni,NR,Tonnes,NR,Small,1870,2010,1940,Rs/Quintal
Uttar Pradesh,,,,,,,,
Achalda,155,Tonnes,NR,Bold,1510,1531,1530,Rs/Quintal
Agra,28.5,Tonnes,NR,Deshi,1670,1700,1690,Rs/Quintal
Ajuha,1.5,Tonnes,NR,Deshi,1385,1450,1400,Rs/Quintal
Aliganj,25,Tonnes,NR,Deshi,1600,1700,1650,Rs/Quintal
Aligarh,10,Tonnes,NR,Hybrid,1700,1740,1720,Rs/Quintal
Auraiya,160,Tonnes,NR,Hybrid,1650,1800,1770,Rs/Quintal
Awagarh,10,Tonnes,NR,Hybrid,1650,1700,1670,Rs/Quintal
Badayoun,12,Tonnes,NR,Deshi,1600,1800,1680,Rs/Quintal
Bharthna,65,Tonnes,NR,Hybrid,1525,1640,1585,Rs/Quintal
Bhehjoi,24,Tonnes,NR,Deshi,1500,1600,1550,Rs/Quintal
Charra,75,Tonnes,NR,Hybrid,1670,1750,1720,Rs/Quintal
Choubepur,9,Tonnes,NR,Deshi,1570,1670,1620,Rs/Quintal
Dibiapur,39.9,Tonnes,NR,Hybrid,1450,1550,1500,Rs/Quintal
Divai,5,Tonnes,NR,Hybrid,1580,1600,1590,Rs/Quintal
Etah,140,Tonnes,NR,Hybrid,1700,1750,1720,Rs/Quintal
Etawah,4,Tonnes,NR,Hybrid,1650,1750,1700,Rs/Quintal
Fatehabad,5.2,Tonnes,NR,Deshi,1600,1650,1620,Rs/Quintal
Fatehpur Sikri,1.5,Tonnes,NR,Deshi,1680,1730,1700,Rs/Quintal
Firozabad,10,Tonnes,NR,Deshi,1690,1700,1695,Rs/Quintal
Ganjdudwara,27.5,Tonnes,NR,Local,1450,1500,1470,Rs/Quintal
Jagnair,12,Tonnes,NR,Deshi,1650,1750,1700,Rs/Quintal
Jalaun,0.2,Tonnes,NR,Deshi,1700,1750,1724,Rs/Quintal
Jangipura,3.6,Tonnes,NR,Deshi,1530,1600,1570,Rs/Quintal
Jarar,30,Tonnes,NR,Deshi,1490,1560,1520,Rs/Quintal
Jasvantnagar,10,Tonnes,NR,Hybrid,1400,1600,1500,Rs/Quintal
Kalpi,24,Tonnes,NR,Other,1670,1680,1675,Rs/Quintal
Kanpur(Grain),40,Tonnes,NR,Deshi,1675,1750,1700,Rs/Quintal
Kasganj,100,Tonnes,NR,Hybrid,1600,1650,1610,Rs/Quintal
Kayamganj,24,Tonnes,NR,Hybrid,1640,1670,1650,Rs/Quintal
Khair,7,Tonnes,NR,Hybrid,1585,1670,1630,Rs/Quintal
Khairagarh,12,Tonnes,NR,Deshi,1650,1750,1700,Rs/Quintal
Kishunpur,30,Tonnes,NR,Deshi,1300,1500,1400,Rs/Quintal
Madhogarh,70,Tonnes,NR,Bold,1700,1780,1740,Rs/Quintal
Rura,25,Tonnes,NR,Deshi,1300,1400,1350,Rs/Quintal
Samsabad,1,Tonnes,NR,Hybrid,1590,1700,1650,Rs/Quintal
Shahaswan,2,Tonnes,NR,Other,1650,1670,1660,Rs/Quintal
Shikohabad,40,Tonnes,NR,Hybrid,1740,1780,1765,Rs/Quintal
Sikandraraau,14,Tonnes,NR,Deshi,1025,1265,1135,Rs/Quintal
Sirsaganj,37.9,Tonnes,NR,Hybrid,1700,1800,1750,Rs/Quintal
Tundla,26.5,Tonnes,NR,Deshi,1650,1740,1730,Rs/Quintal
Ujhani,20,Tonnes,NR,Hybrid,1750,1850,1800,Rs/Quintal
Varipaal,1,Tonnes,NR,Deshi,1400,1500,1450,Rs/Quintal
Visoli,50,Tonnes,NR,Other,1600,1640,1625,Rs/Quintal
Wazirganj,5,Tonnes,NR,Hybrid,1650,1750,1700,Rs/Quintal
Barley (Jau),,,,,,,,
Gujarat,,,,,,,,
Dahod,0.1,Tonnes,NR,Other,1600,1750,1700,Rs/Quintal
Madhya Pradesh,,,,,,,,
Katni,0.9,Tonnes,NR,Other,1735,1740,1740,Rs/Quintal
Khargapur,205.1,Tonnes,NR,Deshi,1650,1710,1680,Rs/Quintal
Kotma,3.41,Tonnes,NR,Other,2000,2050,2050,Rs/Quintal
Rajnagar,25,Tonnes,NR,Deshi,1400,1550,1500,Rs/Quintal
Rajasthan,,,,,,,,
Bandikui,0.1,Tonnes,NR,Other,2230,2230,2230,Rs/Quintal
Gharsana,0.2,Tonnes,NR,Other,1701,1701,1701,Rs/Quintal
Khedli(laxmangarh),14.7,Tonnes,NR,Other,1820,1837,1830,Rs/Quintal
Kota,1.5,Tonnes,NR,Other,1902,1912,1905,Rs/Quintal
Sriganganagar,1.4,Tonnes,NR,Other,1666,1711,1711,Rs/Quintal
Uttar Pradesh,,,,,,,,
Agra,30,Tonnes,NR,Dara,1800,1850,1820,Rs/Quintal
Aligarh,15,Tonnes,NR,Dara,1790,1830,1810,Rs/Quintal
Allahabad,3.5,Tonnes,NR,Dara,1550,1650,1625,Rs/Quintal
Azamgarh,2.2,Tonnes,NR,Dara,1680,1700,1690,Rs/Quintal
Ballia,3,Tonnes,NR,Dara,1590,1710,1640,Rs/Quintal
Barhaj,8,Tonnes,NR,Dara,1660,1680,1670,Rs/Quintal
Choubepur,1.7,Tonnes,NR,Dara,1800,1880,1840,Rs/Quintal
Etawah,3.5,Tonnes,NR,Dara,1830,1930,1880,Rs/Quintal
Fatehabad,5,Tonnes,NR,Dara,1500,1620,1550,Rs/Quintal
Fatehpur Sikri,0.3,Tonnes,NR,Dara,1670,1720,1690,Rs/Quintal
Gazipur,19,Tonnes,NR,Dara,1610,1650,1630,Rs/Quintal
Gorakhpur,25.1,Tonnes,NR,Dara,1810,1900,1850,Rs/Quintal
Hardoi,3.6,Tonnes,NR,Dara,1710,1730,1720,Rs/Quintal
Jagnair,1.5,Tonnes,NR,Dara,1650,1750,1700,Rs/Quintal
Jalaun,0.5,Tonnes,NR,Dara,1960,2040,2004,Rs/Quintal
Jangipura,11,Tonnes,NR,Dara,1600,1650,1630,Rs/Quintal
Jhansi,14,Tonnes,NR,Dara,1350,1550,1475,Rs/Quintal
Kanpur(Grain),50,Tonnes,NR,Dara,1875,1950,1915,Rs/Quintal
Kasganj,4,Tonnes,NR,Dara,1740,1780,1760,Rs/Quintal
Khairagarh,1.5,Tonnes,NR,Deshi,1650,1750,1700,Rs/Quintal
Kopaganj,3,Tonnes,NR,Dara,1650,1750,1700,Rs/Quintal
Lalitpur,15,Tonnes,NR,Dara,1780,1880,1840,Rs/Quintal
Mahoba,3.6,Tonnes,NR,Dara,1660,1710,1690,Rs/Quintal
Mauranipur,2,Tonnes,NR,Dara,1600,1700,1650,Rs/Quintal
Meerut,1.5,Tonnes,NR,Dara,1925,1975,1955,Rs/Quintal
Mehrauni,3,Tonnes,NR,Dara,1500,1590,1550,Rs/Quintal
Muskara,1.5,Tonnes,NR,Dara,1650,1760,1710,Rs/Quintal
Muzzafarnagar,2,Tonnes,NR,Dara,1450,1875,1850,Rs/Quintal
Raath,3,Tonnes,NR,Dara,1750,1800,1770,Rs/Quintal
Rura,2.5,Tonnes,NR,Dara,1300,1400,1350,Rs/Quintal
Samsabad,5,Tonnes,NR,Dara,1725,1760,1750,Rs/Quintal
Sehjanwa,0.9,Tonnes,NR,Dara,1500,1600,1580,Rs/Quintal
Shikohabad,0.5,Tonnes,NR,Dara,1975,2025,2000,Rs/Quintal
Varanasi(Grain),15,Tonnes,NR,Dara,1665,1725,1685,Rs/Quintal
Beaten Rice,,,,,,,,
Assam,,,,,,,,
Dhing,40,Tonnes,NR,Beaten Rice,2650,2800,2700,Rs/Quintal
P.O. Uparhali Guwahati,25.4,Tonnes,NR,Beaten Rice,2500,3300,2900,Rs/Quintal
Foxtail Millet(Navane),,,,,,,,
Karnataka,,,,,,,,
Bellary,17,Tonnes,NR,Navane Hybrid,2907,3367,3182,Rs/Quintal
Gangavathi,13,Tonnes,NR,Other,2975,2990,2990,Rs/Quintal
Huliyar,12,Tonnes,NR,Navane Hybrid,3000,3200,3000,Rs/Quintal
Kustagi,1,Tonnes,NR,Navane Hybrid,2850,2850,2850,Rs/Quintal
Madhya Pradesh,,,,,,,,
Shahpura,40.29,Tonnes,NR,Navane Hybrid,1800,2000,1900,Rs/Quintal
Tamil Nadu,,,,,,,,
Virudhunagar,4.85,Tonnes,NR,Other,2200,2400,2300,Rs/Quintal
Hybrid Cumbu,,,,,,,,
Tamil Nadu,,,,,,,,
Manalurpet,0.8,Tonnes,NR,Other,1778,1781,1780,Rs/Quintal
Vikkiravandi,0.2,Tonnes,NR,Other,1817,1841,1827,Rs/Quintal
Jowar(Sorghum),,,,,,,,
Andhra Pradesh,,,,,,,,
Allagadda,NR,Tonnes,NR,Jowar ( White),1800,2430,2100,Rs/Quintal
Alur,0.01,Tonnes,NR,Jowar ( White),2450,2450,2450,Rs/Quintal
Banaganapalli,1,Tonnes,NR,Jowar ( White),1800,1900,1850,Rs/Quintal
Koilkunta,NR,Tonnes,NR,Jowar ( White),1700,1900,1800,Rs/Quintal
Gujarat,,,,,,,,
Botad,3.1,Tonnes,NR,Other,3165,3475,3320,Rs/Quintal
Dahod,0.3,Tonnes,NR,Jowar ( White),1400,1700,1600,Rs/Quintal
Jambusar,0.1,Tonnes,NR,Other,1700,2300,2000,Rs/Quintal
Jambusar(Kaavi),1,Tonnes,NR,Other,1800,2200,2000,Rs/Quintal
Jasdan,0.1,Tonnes,NR,Jowar ( White),3500,3500,3500,Rs/Quintal
Mangrol,3,Tonnes,NR,Jowar ( White),2500,3250,3000,Rs/Quintal
Morbi,0.2,Tonnes,NR,Jowar ( White),3000,4715,3857.5,Rs/Quintal
Palanpur,8,Tonnes,NR,Other,4280,4700,4490,Rs/Quintal
Patan,0.8,Tonnes,NR,Other,2760,4590,3700,Rs/Quintal
Radhanpur,0.7,Tonnes,NR,Jowar ( White),2250,3275,2750,Rs/Quintal
Rajkot,4.5,Tonnes,NR,Jowar ( White),2740,3200,3000,Rs/Quintal
Rapar,0.1,Tonnes,NR,Jowar ( White),2900,2900,2900,Rs/Quintal
Savarkundla,0.2,Tonnes,NR,Jowar ( White),2250,3125,2688,Rs/Quintal
Siddhpur,1.04,Tonnes,NR,Jowar ( White),4625,4775,4700,Rs/Quintal
Vankaner,1.5,Tonnes,NR,Other,3000,4230,3750,Rs/Quintal
Vyra,0.1,Tonnes,NR,Jowar ( White),2000,2500,2250,Rs/Quintal
Karnataka,,,,,,,,
Bangalore,14,Tonnes,NR,Jowar ( White),2200,2600,2400,Rs/Quintal
Basava Kalayana,3,Tonnes,NR,Hybrid,1450,1700,1600,Rs/Quintal
,,,NR,Jowar ( White),2600,2600,2600,Rs/Quintal
,,,NR,Jowar (Yellow),2500,4301,4000,Rs/Quintal
Belgaum,1,Tonnes,NR,Jowar ( White),2000,2800,2400,Rs/Quintal
Bellary,83,Tonnes,NR,Annigeri,1081,2169,1872,Rs/Quintal
,,,NR,Jowar Hybrid,1081,2169,1872,Rs/Quintal
Bidar,17,Tonnes,NR,Jowar ( White),3000,4000,3500,Rs/Quintal
Dharwar,13,Tonnes,NR,Jowar ( White),2000,2300,2150,Rs/Quintal
Gadag,13,Tonnes,NR,Jowar ( White),1451,2679,2168,Rs/Quintal
Gangavathi,8,Tonnes,NR,Local,2050,2050,2050,Rs/Quintal
Gulbarga,10,Tonnes,NR,Jowar ( White),2200,3100,2700,Rs/Quintal
Harappana Halli,27,Tonnes,NR,Jowar Hybrid,1550,1550,1550,Rs/Quintal
Haveri,4,Tonnes,NR,Local,1200,1700,1600,Rs/Quintal
Holenarsipura,176,Tonnes,NR,Local,2000,2270,2000,Rs/Quintal
Hubli (Amaragol),6,Tonnes,NR,Jowar ( White),1400,2559,1861,Rs/Quintal
Hungund,6,Tonnes,NR,Local,2500,3000,2750,Rs/Quintal
Koppal,NR,Tonnes,NR,Hybrid,1502,1502,1502,Rs/Quintal
Laxmeshwar,NR,Tonnes,NR,Jowar ( White),1725,1768,1747,Rs/Quintal
Manvi,43,Tonnes,NR,Other,1050,1900,1168,Rs/Quintal
Nargunda,8,Tonnes,NR,Jowar ( White),2275,2275,2275,Rs/Quintal
Sindhanur,47,Tonnes,NR,Jowar Hybrid,1750,1850,1850,Rs/Quintal
Madhya Pradesh,,,,,,,,
Betul,0.2,Tonnes,NR,Jowar ( White),1551,1551,1551,Rs/Quintal
Burhanpur,2.4,Tonnes,NR,Jowar Hybrid,1100,1800,1784,Rs/Quintal
Gohad,2.23,Tonnes,NR,Other,1405,1405,1405,Rs/Quintal
Khargone,0.1,Tonnes,NR,Other,1602,1602,1602,Rs/Quintal
Lashkar,5,Tonnes,NR,Jowar ( White),1500,1500,1500,Rs/Quintal
Sevda,2.5,Tonnes,NR,Yellow,1510,1510,1510,Rs/Quintal
Sidhi,9.7,Tonnes,NR,Other,2431,2433,2432,Rs/Quintal
Maharashtra,,,,,,,,
Ahmedpur,5,Tonnes,NR,Other,2000,2400,2200,Rs/Quintal
Akola,2,Tonnes,NR,Other,1350,1750,1450,Rs/Quintal
Amarawati,NR,Tonnes,NR,Other,2100,2350,2225,Rs/Quintal
Ambad (Vadigodri),2,Tonnes,NR,Other,2401,2950,2600,Rs/Quintal
Aurangabad,1,Tonnes,NR,Other,2300,2300,2300,Rs/Quintal
Ausa,NR,Tonnes,NR,Jowar ( White),2000,2000,2000,Rs/Quintal
Barshi,34,Tonnes,NR,Other,2500,4100,3300,Rs/Quintal
Beed,1,Tonnes,NR,Other,2170,2971,2500,Rs/Quintal
Chalisgaon,13,Tonnes,NR,Jowar ( White),1400,1675,1660,Rs/Quintal
Deoulgaon Raja,1,Tonnes,NR,Other,2300,2300,2300,Rs/Quintal
Dhadgaon,10,Tonnes,NR,Other,1600,1700,1650,Rs/Quintal
Dondaicha,NR,Tonnes,NR,Other,1591,2200,1650,Rs/Quintal
Dound,NR,Tonnes,NR,Jowar ( White),3500,3500,3500,Rs/Quintal
Gangapur,NR,Tonnes,NR,Other,2475,2475,2475,Rs/Quintal
Gevrai,2,Tonnes,NR,Red,2000,2425,2250,Rs/Quintal
Jalana,35,Tonnes,NR,Other,2290,2735,2630,Rs/Quintal
Jalgaon,NR,Tonnes,NR,Other,2550,2550,2550,Rs/Quintal
Jalgaon(Masawat),3,Tonnes,NR,Other,1721,1721,1721,Rs/Quintal
Jamkhed,7,Tonnes,NR,Other,2800,3400,3100,Rs/Quintal
Jintur,NR,Tonnes,NR,Other,2205,2350,2205,Rs/Quintal
Jintur(Bori),NR,Tonnes,NR,Red,2375,2400,2400,Rs/Quintal
Karmala,12,Tonnes,NR,Other,3200,3951,3700,Rs/Quintal
Khamgaon,1,Tonnes,NR,Other,1500,1725,1612,Rs/Quintal
Kopargaon,NR,Tonnes,NR,Other,2700,2700,2700,Rs/Quintal
Lasur Station,3,Tonnes,NR,Other,2375,2676,2676,Rs/Quintal
